epoch,Wout_1,Wout_2,Wout_3,Wout_4,Wout_5,Wout_6,Wout_7,Wout_8,Wout_9,Wout_10,bout_1,training_acc,testing_acc
54,39.91575622558594,16.157352447509766,15.627132415771484,20.08361053466797,13.319887161254883,6.459996700286865,-35.49479675292969,3.073532819747925,2.746603488922119,-13.93656063079834,-34.46091079711914,0.9488056,0.94817716
55,39.96651840209961,16.167221069335938,15.648238182067871,20.111366271972656,13.291733741760254,6.461491107940674,-35.49581527709961,3.0776913166046143,2.7500317096710205,-13.944488525390625,-34.50370788574219,0.9488056,0.94817716
56,40.01493835449219,16.176589965820312,15.668201446533203,20.137710571289062,13.264908790588379,6.462812900543213,-35.49689865112305,3.0816457271575928,2.753218173980713,-13.95206356048584,-34.544219970703125,0.94883335,0.94817716
57,40.06072998046875,16.185352325439453,15.687246322631836,20.162866592407227,13.23937702178955,6.464122295379639,-35.497711181640625,3.0854036808013916,2.756314992904663,-13.959230422973633,-34.58280944824219,0.94883335,0.94817716
58,40.10425567626953,16.193592071533203,15.705269813537598,20.18649673461914,13.215011596679688,6.465331554412842,-35.49863815307617,3.088909149169922,2.7591822147369385,-13.966102600097656,-34.6190185546875,0.9488056,0.94817716
59,40.145408630371094,16.20157814025879,15.722407341003418,20.209068298339844,13.191859245300293,6.46645450592041,-35.499088287353516,3.092223644256592,2.761892318725586,-13.972577095031738,-34.65365219116211,0.9488056,0.94817716
60,40.18451690673828,16.209047317504883,15.738652229309082,20.230449676513672,13.16976261138916,6.467586994171143,-35.49948501586914,3.0955288410186768,2.7645325660705566,-13.978668212890625,-34.686614990234375,0.9488056,0.94817716
61,40.22148513793945,16.216156005859375,15.754042625427246,20.25059700012207,13.148700714111328,6.468604564666748,-35.49959945678711,3.098625421524048,2.7669694423675537,-13.984511375427246,-34.717708587646484,0.9488611,0.94817716
62,40.256710052490234,16.222795486450195,15.76865005493164,20.26975440979004,13.128629684448242,6.469610214233398,-35.49977111816406,3.1016182899475098,2.7692675590515137,-13.989990234375,-34.74725341796875,0.9488889,0.94817716
63,40.29023742675781,16.229196548461914,15.782500267028809,20.288061141967773,13.10962963104248,6.470533847808838,-35.50002670288086,3.104397773742676,2.7714779376983643,-13.995226860046387,-34.775394439697266,0.9488889,0.94817716
64,40.32212448120117,16.235214233398438,15.795711517333984,20.305387496948242,13.091487884521484,6.471370697021484,-35.50011444091797,3.1070427894592285,2.7735443115234375,-14.000277519226074,-34.802059173583984,0.9488889,0.94817716
65,40.35227966308594,16.240921020507812,15.808256149291992,20.321924209594727,13.074258804321289,6.472146034240723,-35.50046920776367,3.1094932556152344,2.7754838466644287,-14.00504207611084,-34.827178955078125,0.9488889,0.94817716
66,40.38083267211914,16.246349334716797,15.820175170898438,20.337600708007812,13.057929039001465,6.472975254058838,-35.500431060791016,3.1118829250335693,2.7774362564086914,-14.009475708007812,-34.85138702392578,0.9488611,0.94817716
67,40.40803527832031,16.25149917602539,15.831459999084473,20.35237693786621,13.042319297790527,6.473785400390625,-35.5003662109375,3.1142427921295166,2.7792539596557617,-14.013711929321289,-34.87430191040039,0.9488611,0.94817716
68,40.433982849121094,16.256336212158203,15.842267036437988,20.366474151611328,13.027503967285156,6.4745192527771,-35.50048065185547,3.1164491176605225,2.7809457778930664,-14.01781177520752,-34.89602279663086,0.9488889,0.94817716
69,40.45847702026367,16.260997772216797,15.85247802734375,20.379880905151367,13.01339054107666,6.4751973152160645,-35.50041198730469,3.1185061931610107,2.7825517654418945,-14.021727561950684,-34.91660690307617,0.9488889,0.94817716
70,40.48158645629883,16.265369415283203,15.862138748168945,20.392566680908203,12.999899864196777,6.475833415985107,-35.50014877319336,3.1204936504364014,2.7840664386749268,-14.025430679321289,-34.93608856201172,0.9488889,0.94817716
71,40.503631591796875,16.269559860229492,15.871345520019531,20.404571533203125,12.987137794494629,6.476438522338867,-35.500118255615234,3.122304916381836,2.7854883670806885,-14.02898120880127,-34.95450210571289,0.9488611,0.94817716
72,40.52442932128906,16.273513793945312,15.880085945129395,20.415973663330078,12.975126266479492,6.4770684242248535,-35.50001907348633,3.124150276184082,2.786914110183716,-14.032222747802734,-34.972190856933594,0.9488611,0.94817716
73,40.544212341308594,16.277299880981445,15.888330459594727,20.4267578125,12.963682174682617,6.4776530265808105,-35.49995040893555,3.1258838176727295,2.7882752418518066,-14.035301208496094,-34.98891067504883,0.9488611,0.94817716
74,40.56308364868164,16.280824661254883,15.896142959594727,20.43698501586914,12.952688217163086,6.47816276550293,-35.499786376953125,3.127521276473999,2.789487361907959,-14.038368225097656,-35.00463104248047,0.9488889,0.94817716
75,40.58089828491211,16.284204483032227,15.903569221496582,20.44668960571289,12.94225788116455,6.478668689727783,-35.4995231628418,3.1290221214294434,2.7906501293182373,-14.041190147399902,-35.019630432128906,0.9488889,0.94817716
76,40.597930908203125,16.28730583190918,15.910598754882812,20.45598602294922,12.932302474975586,6.479063510894775,-35.499366760253906,3.130417585372925,2.791740655899048,-14.043837547302246,-35.033782958984375,0.9488889,0.94817716
77,40.61427688598633,16.29030990600586,15.917288780212402,20.464876174926758,12.92289924621582,6.479495048522949,-35.49923324584961,3.1318013668060303,2.792814016342163,-14.046339988708496,-35.04750061035156,0.9488611,0.94817716
78,40.62989807128906,16.293136596679688,15.923686981201172,20.473243713378906,12.913827896118164,6.479867935180664,-35.49904251098633,3.1330718994140625,2.793743133544922,-14.048845291137695,-35.06035614013672,0.94883335,0.94817716
79,40.64455032348633,16.29593849182129,15.929829597473145,20.481273651123047,12.905216217041016,6.480268955230713,-35.49890899658203,3.134345054626465,2.794668197631836,-14.051204681396484,-35.072654724121094,0.94883335,0.94817716
80,40.65849304199219,16.29857063293457,15.935633659362793,20.488893508911133,12.897031784057617,6.480650901794434,-35.498573303222656,3.1355724334716797,2.7955875396728516,-14.05339241027832,-35.084468841552734,0.9488611,0.94817716
81,40.67185592651367,16.301010131835938,15.941113471984863,20.496047973632812,12.889290809631348,6.481032848358154,-35.49833679199219,3.1367876529693604,2.796455144882202,-14.05550765991211,-35.095672607421875,0.9488611,0.94817716
82,40.68460464477539,16.303333282470703,15.946425437927246,20.502971649169922,12.881826400756836,6.481419086456299,-35.49803924560547,3.137971878051758,2.7972753047943115,-14.057482719421387,-35.106475830078125,0.9488611,0.94817716
83,40.696537017822266,16.305522918701172,15.951395034790039,20.509559631347656,12.874799728393555,6.481811046600342,-35.497840881347656,3.1390817165374756,2.798065662384033,-14.059370040893555,-35.11660385131836,0.9488889,0.94817716
84,40.7078857421875,16.307655334472656,15.9561767578125,20.51580238342285,12.868064880371094,6.482145309448242,-35.49746322631836,3.1401171684265137,2.798828125,-14.061176300048828,-35.126319885253906,0.9488889,0.94817716
85,40.71863555908203,16.30964469909668,15.960587501525879,20.521516799926758,12.861583709716797,6.4823994636535645,-35.49701690673828,3.1410744190216064,2.799501419067383,-14.062968254089355,-35.13521194458008,0.9488889,0.94817716
86,40.728878021240234,16.311559677124023,15.964929580688477,20.52703285217285,12.85537338256836,6.482673168182373,-35.496498107910156,3.142042398452759,2.8001270294189453,-14.064579010009766,-35.1439323425293,0.9488889,0.94817716
87,40.7386360168457,16.3133487701416,15.969032287597656,20.532373428344727,12.849609375,6.48300313949585,-35.496402740478516,3.1429495811462402,2.800786256790161,-14.066076278686523,-35.15219497680664,0.9488889,0.94817716
88,40.74778747558594,16.315126419067383,15.972757339477539,20.5374813079834,12.844057083129883,6.483181953430176,-35.49618911743164,3.1437225341796875,2.8013787269592285,-14.067538261413574,-35.15983963012695,0.9489167,0.94817716
89,40.75654983520508,16.316783905029297,15.976385116577148,20.542333602905273,12.838907241821289,6.483401775360107,-35.49610900878906,3.144458293914795,2.8019697666168213,-14.068939208984375,-35.16719055175781,0.9489167,0.94817716
90,40.765079498291016,16.318449020385742,15.979921340942383,20.546937942504883,12.833958625793457,6.483650207519531,-35.495941162109375,3.14516544342041,2.8025522232055664,-14.070276260375977,-35.17442321777344,0.9489167,0.94817716
91,40.7728157043457,16.31996726989746,15.983149528503418,20.55123519897461,12.829239845275879,6.483884334564209,-35.495628356933594,3.145876407623291,2.8030858039855957,-14.071534156799316,-35.18104553222656,0.9489167,0.94817716
92,40.780372619628906,16.3212947845459,15.986311912536621,20.55530548095703,12.824777603149414,6.484137535095215,-35.49540710449219,3.1466329097747803,2.803624391555786,-14.072713851928711,-35.18748092651367,0.9489167,0.94817716
93,40.78758239746094,16.322601318359375,15.989328384399414,20.559194564819336,12.820487976074219,6.4843292236328125,-35.495147705078125,3.147273540496826,2.8040432929992676,-14.073881149291992,-35.19354248046875,0.9489167,0.94817716
94,40.79434585571289,16.323871612548828,15.992188453674316,20.562929153442383,12.816489219665527,6.484585285186768,-35.49503707885742,3.1479127407073975,2.8045175075531006,-14.07496166229248,-35.199337005615234,0.9489167,0.94817716
95,40.80067825317383,16.324960708618164,15.994839668273926,20.56643295288086,12.812678337097168,6.484790325164795,-35.49472427368164,3.148509979248047,2.804950475692749,-14.075944900512695,-35.20477294921875,0.94894445,0.94817716
96,40.80670166015625,16.326112747192383,15.997349739074707,20.569774627685547,12.80903434753418,6.484933376312256,-35.4944953918457,3.1490542888641357,2.805354118347168,-14.076869010925293,-35.20991897583008,0.94894445,0.94817716
97,40.812591552734375,16.32719612121582,15.999794960021973,20.57301902770996,12.805475234985352,6.485056400299072,-35.494354248046875,3.149571657180786,2.8057055473327637,-14.077847480773926,-35.21480178833008,0.94894445,0.94817716
98,40.818241119384766,16.328227996826172,16.002119064331055,20.575952529907227,12.802103996276855,6.485223770141602,-35.49411392211914,3.1501011848449707,2.806084394454956,-14.078722953796387,-35.21952819824219,0.94894445,0.94817716
99,40.82350158691406,16.329193115234375,16.00431251525879,20.57883071899414,12.798948287963867,6.485348701477051,-35.49407958984375,3.150557279586792,2.8064277172088623,-14.079580307006836,-35.22386932373047,0.94894445,0.94817716
100,40.828392028808594,16.33017349243164,16.006410598754883,20.581453323364258,12.79596996307373,6.485472679138184,-35.49395751953125,3.150932788848877,2.8067095279693604,-14.080394744873047,-35.2279052734375,0.94894445,0.94817716
