epoch,W1_1_1,W1_2_1,W1_1_2,W1_2_2,W1_1_3,W1_2_3,W1_1_4,W1_2_4,W1_1_5,W1_2_5,W1_1_6,W1_2_6,W1_1_7,W1_2_7,W1_1_8,W1_2_8,W1_1_9,W1_2_9,W1_1_10,W1_2_10,W1_1_11,W1_2_11,W1_1_12,W1_2_12,W1_1_13,W1_2_13,W1_1_14,W1_2_14,W1_1_15,W1_2_15,W1_1_16,W1_2_16,W1_1_17,W1_2_17,W1_1_18,W1_2_18,W1_1_19,W1_2_19,W1_1_20,W1_2_20,W1_1_21,W1_2_21,W1_1_22,W1_2_22,W1_1_23,W1_2_23,W1_1_24,W1_2_24,W1_1_25,W1_2_25,W1_1_26,W1_2_26,W1_1_27,W1_2_27,W1_1_28,W1_2_28,W1_1_29,W1_2_29,W1_1_30,W1_2_30,W1_1_31,W1_2_31,W1_1_32,W1_2_32,W1_1_33,W1_2_33,W1_1_34,W1_2_34,W1_1_35,W1_2_35,W1_1_36,W1_2_36,W1_1_37,W1_2_37,W1_1_38,W1_2_38,W1_1_39,W1_2_39,W1_1_40,W1_2_40,W1_1_41,W1_2_41,W1_1_42,W1_2_42,b1_1,b1_2,W2_1_1,W2_2_1,W2_1_2,W2_2_2,b2_1,b2_2,Wout_1_1,Wout_1_2,bout_1,training_acc,testing_acc
25,-5.487285614013672,-7.470198631286621,1.6483042240142822,3.46390962600708,2.5702013969421387,2.7898313999176025,-5.003949165344238,-5.359526634216309,4.359829902648926,7.84982442855835,3.6060216426849365,4.426736831665039,1.5837348699569702,3.8722262382507324,2.728135347366333,3.934293031692505,-3.571223497390747,-2.0134804248809814,1.1078314781188965,0.9188873767852783,4.723970890045166,7.313445091247559,-1.9119198322296143,-4.08594274520874,-6.442399024963379,-7.839632511138916,3.0585780143737793,2.649257183074951,3.6720869541168213,5.109696388244629,2.5598480701446533,2.029010772705078,0.4284117519855499,-0.32495808601379395,-0.9514607787132263,0.017909234389662743,1.13443124294281,-0.21291422843933105,2.061967134475708,1.6560916900634766,-1.7800414562225342,-3.5694594383239746,5.334960460662842,6.858904838562012,-3.93566632270813,-3.039109945297241,-1.4414818286895752,-2.5339081287384033,5.0715155601501465,5.371344566345215,-6.567081928253174,-7.028531551361084,-3.909515857696533,-3.0975189208984375,-2.2757365703582764,-2.135056734085083,-4.609395503997803,-2.9814798831939697,1.9198206663131714,3.037360906600952,0.5578874349594116,-0.06754298508167267,-6.187600135803223,-6.658886909484863,1.8552014827728271,2.168088674545288,6.188935279846191,8.242093086242676,-3.2831900119781494,-2.338249444961548,-4.928215980529785,-5.62074089050293,-1.8554408550262451,-2.7805073261260986,0.6005637049674988,-0.11364441365003586,-1.2949728965759277,-0.3921104073524475,1.1488535404205322,-0.850899875164032,-0.9103415012359619,-0.5911089181900024,0.438941091299057,1.797652244567871,1.070594310760498,-1.8451958894729614,-4.456814289093018,-5.7085747718811035,-9.499346733093262,-1.7513262033462524,-1.256887674331665,1.896702766418457,-3.8288352489471436,-1.99503755569458,0.9246172904968262,0.62815046,0.6198704
26,-5.57352352142334,-7.5404462814331055,1.666929841041565,3.4968082904815674,2.6261532306671143,2.8269131183624268,-5.079342365264893,-5.432638168334961,4.406912803649902,7.9308342933654785,3.671126365661621,4.472005367279053,1.6011316776275635,3.9051127433776855,2.759446382522583,3.9631712436676025,-3.6336617469787598,-2.030853509902954,1.1351953744888306,0.9335736632347107,4.776364326477051,7.390132427215576,-1.9550760984420776,-4.1266279220581055,-6.5148234367370605,-7.923597812652588,3.096745491027832,2.6731247901916504,3.7123780250549316,5.15749454498291,2.597163438796997,2.044302225112915,0.4483964145183563,-0.3477743864059448,-0.9819431900978088,0.010331513360142708,1.1381235122680664,-0.21642808616161346,2.118495225906372,1.6672894954681396,-1.7681341171264648,-3.61572003364563,5.442306995391846,6.929895401000977,-3.9908831119537354,-3.075990676879883,-1.4785341024398804,-2.582153558731079,5.164628028869629,5.443341255187988,-6.6471052169799805,-7.091158390045166,-3.9532318115234375,-3.1297357082366943,-2.2753095626831055,-2.1674964427948,-4.665787220001221,-3.005009889602661,1.9347703456878662,3.0643935203552246,0.5559840202331543,-0.06494159251451492,-6.278897285461426,-6.726563453674316,1.8981502056121826,2.175729513168335,6.259183883666992,8.32194709777832,-3.3335068225860596,-2.361734390258789,-4.993041515350342,-5.670249938964844,-1.879796028137207,-2.813678741455078,0.618466854095459,-0.1249673068523407,-1.314849853515625,-0.39489462971687317,1.1791712045669556,-0.8685691356658936,-0.904788076877594,-0.6052430868148804,0.4427645206451416,1.8235238790512085,1.0690287351608276,-1.8421894311904907,-4.501532554626465,-5.74734354019165,-9.667356491088867,-1.750866174697876,-1.259281873703003,1.8910763263702393,-3.8359487056732178,-1.994444727897644,0.9255191683769226,0.62810063,0.61956185
27,-5.656426906585693,-7.6079254150390625,1.6848838329315186,3.5285041332244873,2.680565118789673,2.8626646995544434,-5.152660369873047,-5.503011226654053,4.45255708694458,8.008978843688965,3.734687089920044,4.515244960784912,1.6182184219360352,3.9365041255950928,2.7885589599609375,3.991311550140381,-3.6921818256378174,-2.0491342544555664,1.1619839668273926,0.9479053616523743,4.826514720916748,7.464686393737793,-1.9966273307800293,-4.166027069091797,-6.584291458129883,-8.005069732666016,3.1337788105010986,2.6960294246673584,3.751060962677002,5.203646659851074,2.6323211193084717,2.059267282485962,0.4684354364871979,-0.37036025524139404,-1.0110499858856201,0.0028083561919629574,1.1418567895889282,-0.2198537290096283,2.173908233642578,1.6782013177871704,-1.756103754043579,-3.6607906818389893,5.5465521812438965,6.9979753494262695,-4.044054985046387,-3.1116206645965576,-1.514998435974121,-2.6288888454437256,5.255207061767578,5.5128703117370605,-6.7243523597717285,-7.151707172393799,-3.9956958293914795,-3.160938024520874,-2.2754640579223633,-2.1987147331237793,-4.719167232513428,-3.028839349746704,1.9494028091430664,3.0901918411254883,0.5536869168281555,-0.06247755512595177,-6.367258548736572,-6.791275978088379,1.9395756721496582,2.182910919189453,6.326709270477295,8.398941993713379,-3.3823022842407227,-2.384685516357422,-5.056192398071289,-5.717524528503418,-1.9039896726608276,-2.8450541496276855,0.6361445188522339,-0.13623757660388947,-1.3355131149291992,-0.39741095900535583,1.2084105014801025,-0.8854199647903442,-0.8992382287979126,-0.6186373829841614,0.447030633687973,1.8483304977416992,1.0668116807937622,-1.8378231525421143,-4.543444633483887,-5.783726692199707,-9.831161499023438,-1.7510751485824585,-1.2613366842269897,1.886475682258606,-3.8423571586608887,-1.9937752485275269,0.9265002012252808,0.6281754,0.61956185
28,-5.736201286315918,-7.672734260559082,1.7021937370300293,3.5590837001800537,2.733531951904297,2.8972010612487793,-5.224034786224365,-5.570824146270752,4.496798515319824,8.084404945373535,3.7968106269836426,4.5566582679748535,1.6350234746932983,3.966590404510498,2.8155760765075684,4.018766403198242,-3.7471158504486084,-2.068188190460205,1.1882485151290894,0.9618393182754517,4.874700546264648,7.537217617034912,-2.0366904735565186,-4.204242706298828,-6.651144981384277,-8.084163665771484,3.169691324234009,2.7180569171905518,3.788299560546875,5.248152732849121,2.66544246673584,2.0739073753356934,0.4885140657424927,-0.39272233843803406,-1.0388984680175781,-0.004653055686503649,1.1456544399261475,-0.22321441769599915,2.228256940841675,1.6888713836669922,-1.7440723180770874,-3.7047441005706787,5.647989273071289,7.063425540924072,-4.095320701599121,-3.1460864543914795,-1.5508522987365723,-2.674149751663208,5.343385696411133,5.580052375793457,-6.7990875244140625,-7.210258483886719,-4.037008762359619,-3.1912894248962402,-2.276198148727417,-2.2287230491638184,-4.769713401794434,-3.052929401397705,1.9637469053268433,3.1148386001586914,0.5510516166687012,-0.06015585735440254,-6.452828884124756,-6.853268146514893,1.9795697927474976,2.189729928970337,6.39168119430542,8.4730863571167,-3.4296185970306396,-2.4071946144104004,-5.117678642272949,-5.762810230255127,-1.9280281066894531,-2.8747403621673584,0.6535966396331787,-0.14744903147220612,-1.3568543195724487,-0.3997267186641693,1.2366973161697388,-0.9014939069747925,-0.8936688303947449,-0.6313301920890808,0.451700359582901,1.8721864223480225,1.0639959573745728,-1.8322608470916748,-4.582870006561279,-5.817914009094238,-9.99084758758545,-1.7518255710601807,-1.2630677223205566,1.882727861404419,-3.848140001296997,-1.9930331707000732,0.9275591373443604,0.6280258,0.62017894
29,-5.813159465789795,-7.735101222991943,1.7188540697097778,3.588691234588623,2.7851786613464355,2.9305918216705322,-5.293666362762451,-5.6362223625183105,4.539830684661865,8.157262802124023,3.8575286865234375,4.59629487991333,1.6515525579452515,3.995412588119507,2.8406949043273926,4.045602321624756,-3.7987096309661865,-2.0879170894622803,1.2140330076217651,0.975357174873352,4.920954704284668,7.6077752113342285,-2.0754001140594482,-4.241389274597168,-6.715554237365723,-8.160911560058594,3.2045962810516357,2.7392783164978027,3.8242461681365967,5.291121006011963,2.69670033454895,2.0882222652435303,0.5086316466331482,-0.41486281156539917,-1.0655975341796875,-0.012045479379594326,1.1494805812835693,-0.22654449939727783,2.2815942764282227,1.6993365287780762,-1.7321401834487915,-3.747610569000244,5.746766090393066,7.126308917999268,-4.144785404205322,-3.179448366165161,-1.5860505104064941,-2.718087911605835,5.42926549911499,5.6450653076171875,-6.871460914611816,-7.266870498657227,-4.077142238616943,-3.220874547958374,-2.2775988578796387,-2.257622003555298,-4.817557334899902,-3.0772531032562256,1.977797031402588,3.1384034156799316,0.5481223464012146,-0.05799714848399162,-6.535799503326416,-6.912769794464111,2.0182950496673584,2.1962149143218994,6.454306125640869,8.54480266571045,-3.475515127182007,-2.42928409576416,-5.17759370803833,-5.806277275085449,-1.9519189596176147,-2.9028806686401367,0.6708316206932068,-0.15859857201576233,-1.378800392150879,-0.4018978476524353,1.2641172409057617,-0.9168461561203003,-0.8880873322486877,-0.6433812975883484,0.4567311704158783,1.895182490348816,1.0606106519699097,-1.8256734609603882,-4.620090007781982,-5.8499956130981445,-10.146836280822754,-1.7530062198638916,-1.2645083665847778,1.8797231912612915,-3.8533453941345215,-1.992220401763916,0.9286847710609436,0.6279261,0.61956185
30,-5.8874335289001465,-7.795121192932129,1.7348378896713257,3.6173224449157715,2.8355965614318848,2.9629156589508057,-5.3615498542785645,-5.699250221252441,4.58170223236084,8.22773551940918,3.9169082641601562,4.634401321411133,1.6678353548049927,4.0231733322143555,2.863999843597412,4.071876049041748,-3.847245454788208,-2.108161449432373,1.2393277883529663,0.9884218573570251,4.965599060058594,7.6763997077941895,-2.1128506660461426,-4.277420520782471,-6.777806282043457,-8.23554801940918,3.2385616302490234,2.7598037719726562,3.858980655670166,5.332695484161377,2.7262656688690186,2.102208137512207,0.528784453868866,-0.43678492307662964,-1.091204285621643,-0.019369371235370636,1.1533585786819458,-0.22985342144966125,2.3339719772338867,1.7096120119094849,-1.7203774452209473,-3.789405584335327,5.843044281005859,7.186817169189453,-4.192566394805908,-3.211735963821411,-1.6206330060958862,-2.7607920169830322,5.5130815505981445,5.708025932312012,-6.941605567932129,-7.321651935577393,-4.1162261962890625,-3.2497642040252686,-2.2796528339385986,-2.2854015827178955,-4.862895965576172,-3.1017982959747314,1.9915577173233032,3.160961627960205,0.544916033744812,-0.05600873380899429,-6.616275310516357,-6.969915390014648,2.05580472946167,2.202468156814575,6.514778137207031,8.614038467407227,-3.5200371742248535,-2.4510042667388916,-5.235875606536865,-5.848128795623779,-1.9756836891174316,-2.9295811653137207,0.687844455242157,-0.16968569159507751,-1.4012857675552368,-0.4039578437805176,1.2907724380493164,-0.9315268397331238,-0.8824853301048279,-0.6548264026641846,0.46207934617996216,1.9173880815505981,1.0566411018371582,-1.8181958198547363,-4.655274391174316,-5.880153179168701,-10.29931640625,-1.7545138597488403,-1.265681505203247,1.8773267269134521,-3.8580069541931152,-1.9913640022277832,0.9298639893531799,0.6277765,0.620796
31,-5.959212303161621,-7.852952003479004,1.750182032585144,3.6450698375701904,2.884809732437134,2.9942548274993896,-5.427907943725586,-5.760074138641357,4.622437000274658,8.295989036560059,3.974966287612915,4.670973300933838,1.6839131116867065,4.0499162673950195,2.8856804370880127,4.09762716293335,-3.8929686546325684,-2.128833532333374,1.2641984224319458,1.0010589361190796,5.008761882781982,7.743196964263916,-2.149160385131836,-4.3124847412109375,-6.837942600250244,-8.308355331420898,3.2716171741485596,2.7797021865844727,3.8926494121551514,5.372829437255859,2.7542407512664795,2.115928888320923,0.5489619970321655,-0.45848992466926575,-1.1157976388931274,-0.02661401964724064,1.1572352647781372,-0.2331310659646988,2.385396718978882,1.7197272777557373,-1.7088645696640015,-3.830218553543091,5.936975002288818,7.245056629180908,-4.238775253295898,-3.2430269718170166,-1.6546027660369873,-2.802299737930298,5.594881534576416,5.769073963165283,-7.0098042488098145,-7.374711036682129,-4.1542792320251465,-3.2780234813690186,-2.2823193073272705,-2.31209659576416,-4.905832767486572,-3.1264710426330566,2.005082845687866,3.182549238204956,0.5414802432060242,-0.054185058921575546,-6.69443941116333,-7.024894714355469,2.092198371887207,2.208491086959839,6.573207855224609,8.680916786193848,-3.563267707824707,-2.4723408222198486,-5.292558193206787,-5.888453960418701,-1.9993189573287964,-2.9549245834350586,0.7046401500701904,-0.1807089000940323,-1.4242310523986816,-0.4059346616268158,1.3167548179626465,-0.945570707321167,-0.8768520951271057,-0.6656972765922546,0.46771395206451416,1.9388879537582397,1.0521600246429443,-1.8099019527435303,-4.688701629638672,-5.908538341522217,-10.448639869689941,-1.7562772035598755,-1.2666088342666626,1.8754361867904663,-3.8621959686279297,-1.9904520511627197,0.9310877919197083,0.62762696,0.6204875
32,-6.028684616088867,-7.908759593963623,1.764894962310791,3.6720306873321533,2.9329333305358887,3.024641513824463,-5.492719650268555,-5.818790912628174,4.662209987640381,8.362163543701172,4.031815052032471,4.706172943115234,1.6997714042663574,4.075747489929199,2.9058377742767334,4.122814178466797,-3.9360642433166504,-2.1498336791992188,1.2886565923690796,1.0132492780685425,5.050495147705078,7.808279514312744,-2.184408187866211,-4.346564292907715,-6.8962554931640625,-8.379385948181152,3.303769826889038,2.799010992050171,3.925363540649414,5.41168212890625,2.7807135581970215,2.129317283630371,0.5691630244255066,-0.47998520731925964,-1.1394590139389038,-0.03378601372241974,1.161125659942627,-0.23638394474983215,2.4359140396118164,1.7296946048736572,-1.6976628303527832,-3.870062828063965,6.028714179992676,7.301188945770264,-4.2834696769714355,-3.2733347415924072,-1.6879315376281738,-2.842731237411499,5.674771308898926,5.828317165374756,-7.076020240783691,-7.42611837387085,-4.191304683685303,-3.305718421936035,-2.2856407165527344,-2.3377835750579834,-4.946617126464844,-3.151296854019165,2.018357276916504,3.2031989097595215,0.5378255844116211,-0.0525471530854702,-6.770322322845459,-7.0778985023498535,2.1275925636291504,2.2143802642822266,6.629754066467285,8.745829582214355,-3.605239152908325,-2.493337869644165,-5.3476362228393555,-5.927393436431885,-2.0228376388549805,-2.979020833969116,0.7212255597114563,-0.1916683167219162,-1.4475853443145752,-0.407855361700058,1.3421154022216797,-0.9590424299240112,-0.8712080121040344,-0.6760426163673401,0.47359102964401245,1.9597214460372925,1.0471738576889038,-1.8009192943572998,-4.720520973205566,-5.935229301452637,-10.594945907592773,-1.7582112550735474,-1.2673062086105347,1.8739776611328125,-3.8659377098083496,-1.989500880241394,0.9323437213897705,0.62757707,0.61894476
33,-6.095948219299316,-7.962656021118164,1.778961420059204,3.698239326477051,2.9800453186035156,3.054166555404663,-5.556088924407959,-5.875434875488281,4.700994491577148,8.426395416259766,4.08743143081665,4.740106582641602,1.715421438217163,4.100761413574219,2.924529790878296,4.147538661956787,-3.9766976833343506,-2.1711292266845703,1.3127291202545166,1.0249922275543213,5.09093713760376,7.8715500831604,-2.218667984008789,-4.379776477813721,-6.952861309051514,-8.448570251464844,3.335111618041992,2.81782865524292,3.9571518898010254,5.449328899383545,2.8058345317840576,2.1424078941345215,0.589378297328949,-0.5012735724449158,-1.162230134010315,-0.04088456183671951,1.1649832725524902,-0.2396049201488495,2.4855806827545166,1.7395364046096802,-1.68682062625885,-3.9089548587799072,6.118393898010254,7.355336666107178,-4.326785087585449,-3.302734136581421,-1.7206352949142456,-2.882153034210205,5.752824783325195,5.8858466148376465,-7.140466690063477,-7.4759840965271,-4.227431774139404,-3.3328661918640137,-2.289569616317749,-2.362455129623413,-4.985283851623535,-3.1762349605560303,2.031423330307007,3.2229840755462646,0.533969521522522,-0.051099225878715515,-6.844027519226074,-7.129085540771484,2.162029981613159,2.220111846923828,6.6845293045043945,8.80870532989502,-3.6460113525390625,-2.514054536819458,-5.401212215423584,-5.965031623840332,-2.0462279319763184,-3.0019469261169434,0.7376039624214172,-0.20256203413009644,-1.4712681770324707,-0.4097336530685425,1.3669400215148926,-0.9719801545143127,-0.8655374646186829,-0.6858956813812256,0.47968757152557373,1.9799597263336182,1.0417126417160034,-1.7913362979888916,-4.750843048095703,-5.960364818572998,-10.738253593444824,-1.7602921724319458,-1.267815351486206,1.8729020357131958,-3.8693032264709473,-1.9885119199752808,0.9336333870887756,0.6273776,0.61956185
34,-6.161163806915283,-8.014744758605957,1.7923802137374878,3.723778009414673,3.0261683464050293,3.082801580429077,-5.618149757385254,-5.930194854736328,4.738831043243408,8.48873233795166,4.141933917999268,4.772791862487793,1.7308721542358398,4.124950408935547,2.9418747425079346,4.171759128570557,-4.0151143074035645,-2.192631721496582,1.3364241123199463,1.0362766981124878,5.1302809715271,7.933163642883301,-2.251995801925659,-4.412087440490723,-7.007807731628418,-8.516039848327637,3.365690231323242,2.8361527919769287,3.9881551265716553,5.485794544219971,2.8296496868133545,2.155202865600586,0.6096160411834717,-0.5223670601844788,-1.1841961145401,-0.047912973910570145,1.1687986850738525,-0.24278542399406433,2.5344302654266357,1.7492512464523315,-1.6763396263122559,-3.946997880935669,6.206153869628906,7.407501697540283,-4.368797302246094,-3.331252098083496,-1.752731442451477,-2.920562267303467,5.829153537750244,5.941769123077393,-7.203240394592285,-7.524359226226807,-4.262679100036621,-3.3594701290130615,-2.2940993309020996,-2.3862006664276123,-5.022014617919922,-3.2012526988983154,2.044299840927124,3.2419235706329346,0.5299193859100342,-0.04983033239841461,-6.9156670570373535,-7.1785969734191895,2.195519208908081,2.22579288482666,6.737674713134766,8.86959457397461,-3.685631275177002,-2.534442663192749,-5.453286170959473,-6.001548767089844,-2.069523334503174,-3.023703098297119,0.7537791728973389,-0.2133912295103073,-1.4952466487884521,-0.411574125289917,1.3912731409072876,-0.9844022989273071,-0.8598473072052002,-0.695285439491272,0.48595932126045227,1.9996484518051147,1.0358054637908936,-1.7812223434448242,-4.779782772064209,-5.98402738571167,-10.878873825073242,-1.7624832391738892,-1.268132209777832,1.8721400499343872,-3.8723104000091553,-1.987483263015747,0.9349570870399475,0.6271533,0.6204875
35,-6.2245097160339355,-8.06509017944336,1.805200219154358,3.748704433441162,3.071375846862793,3.110671281814575,-5.678926467895508,-5.983109951019287,4.775841236114502,8.549150466918945,4.195306777954102,4.804322242736816,1.7461702823638916,4.148461818695068,2.957944869995117,4.195537567138672,-4.051415920257568,-2.214322805404663,1.3597755432128906,1.0471045970916748,5.1685333251953125,7.993116855621338,-2.2844483852386475,-4.443633079528809,-7.061290264129639,-8.581949234008789,3.395526885986328,2.8540613651275635,4.018341064453125,5.521056175231934,2.852276086807251,2.167722225189209,0.6298663020133972,-0.543254017829895,-1.2053688764572144,-0.054880522191524506,1.172533392906189,-0.24591460824012756,2.5824804306030273,1.7588547468185425,-1.6662847995758057,-3.984166145324707,6.292013168334961,7.457891464233398,-4.409508228302002,-3.3589556217193604,-1.7842108011245728,-2.9580390453338623,5.903841495513916,5.996166706085205,-7.264423370361328,-7.571331024169922,-4.296988487243652,-3.385593891143799,-2.299251079559326,-2.4090077877044678,-5.056909084320068,-3.2263264656066895,2.056967258453369,3.2600483894348145,0.5256929397583008,-0.04874799773097038,-6.985368728637695,-7.226499557495117,2.228170871734619,2.2313992977142334,6.789312362670898,8.928743362426758,-3.7241742610931396,-2.5545589923858643,-5.503913879394531,-6.036942958831787,-2.092705488204956,-3.0444376468658447,0.7697539925575256,-0.22415779531002045,-1.519476294517517,-0.4133870303630829,1.4151781797409058,-0.9963674545288086,-0.8541237711906433,-0.7042407393455505,0.4923853874206543,2.0188231468200684,1.0294986963272095,-1.770615577697754,-4.807512283325195,-6.006292343139648,-11.016902923583984,-1.7647167444229126,-1.2682738304138184,1.8716270923614502,-3.8749935626983643,-1.9864113330841064,0.9362998604774475,0.6271782,0.620796
36,-6.2860517501831055,-8.113773345947266,1.8174015283584595,3.7730214595794678,3.115715265274048,3.137777328491211,-5.738483428955078,-6.034242153167725,4.812006950378418,8.607804298400879,4.247685432434082,4.834814071655273,1.7612742185592651,4.1712799072265625,2.972832679748535,4.2188262939453125,-4.0858154296875,-2.236107110977173,1.3828035593032837,1.0574923753738403,5.205809593200684,8.05141830444336,-2.316107988357544,-4.474356651306152,-7.113317489624023,-8.646263122558594,3.4246582984924316,2.8715875148773193,4.047825336456299,5.555282115936279,2.8737897872924805,2.1799707412719727,0.6501294374465942,-0.5639413595199585,-1.2257981300354004,-0.0617939755320549,1.1761780977249146,-0.24898047745227814,2.6297779083251953,1.7683693170547485,-1.6566548347473145,-4.020505428314209,6.376117706298828,7.506598472595215,-4.449061393737793,-3.3858697414398193,-1.815090298652649,-2.994612216949463,5.976892471313477,6.049130916595459,-7.324065208435059,-7.616946220397949,-4.330488681793213,-3.411296844482422,-2.304952621459961,-2.430943489074707,-5.090122222900391,-3.25141978263855,2.0694634914398193,3.277414083480835,0.521304726600647,-0.0478510744869709,-7.053131103515625,-7.272940158843994,2.2599735260009766,2.236987829208374,6.839508056640625,8.986087799072266,-3.7616825103759766,-2.574394941329956,-5.553072452545166,-6.071349620819092,-2.1157569885253906,-3.0641982555389404,0.7855406999588013,-0.23486386239528656,-1.5438975095748901,-0.4151693284511566,1.438679814338684,-1.0078940391540527,-0.848381519317627,-0.7127931714057922,0.4989285171031952,2.0375993251800537,1.022796392440796,-1.7596054077148438,-4.834091663360596,-6.027246952056885,-11.152588844299316,-1.7669998407363892,-1.268255352973938,1.8713394403457642,-3.8773505687713623,-1.9853107929229736,0.9376593828201294,0.62705356,0.6223388
37,-6.345869541168213,-8.160867691040039,1.8290208578109741,3.796752452850342,3.1592397689819336,3.1641478538513184,-5.796853542327881,-6.083693027496338,4.847407341003418,8.664844512939453,4.298976421356201,4.86434268951416,1.77623450756073,4.193506240844727,2.986600875854492,4.241665363311768,-4.118399143218994,-2.257927894592285,1.405508041381836,1.0674666166305542,5.242133617401123,8.108174324035645,-2.3470165729522705,-4.504324913024902,-7.164055824279785,-8.709142684936523,3.4531431198120117,2.8887276649475098,4.0765862464904785,5.588480472564697,2.894287347793579,2.191920518875122,0.6704053282737732,-0.5844341516494751,-1.245529294013977,-0.06865914165973663,1.1797021627426147,-0.25197580456733704,2.676344633102417,1.7777867317199707,-1.6474684476852417,-4.056039810180664,6.458484172821045,7.553646564483643,-4.487481117248535,-3.412086009979248,-1.8453888893127441,-3.03035306930542,6.048455238342285,6.100698947906494,-7.382333278656006,-7.661375045776367,-4.3631815910339355,-3.436548948287964,-2.3111841678619385,-2.45202898979187,-5.121647357940674,-3.2764668464660645,2.081803560256958,3.2940242290496826,0.5167515277862549,-0.04713081568479538,-7.119133949279785,-7.318055629730225,2.2909979820251465,2.2425413131713867,6.888422012329102,9.041937828063965,-3.7982161045074463,-2.5939645767211914,-5.600792407989502,-6.104842662811279,-2.138720989227295,-3.0830392837524414,0.8011396527290344,-0.24550798535346985,-1.5684996843338013,-0.4169062376022339,1.4618207216262817,-1.0190435647964478,-0.8426216244697571,-0.7209532856941223,0.5055695176124573,2.0559298992156982,1.015750765800476,-1.7482285499572754,-4.859626293182373,-6.046971797943115,-11.286062240600586,-1.7692910432815552,-1.2681015729904175,1.8712486028671265,-3.8794548511505127,-1.9841792583465576,0.9390320777893066,0.62702864,0.62203026
38,-6.404181480407715,-8.20651912689209,1.840052843093872,3.8199517726898193,3.2019717693328857,3.189805030822754,-5.85422945022583,-6.131542205810547,4.882035732269287,8.72027587890625,4.3493547439575195,4.892876148223877,1.7910230159759521,4.215150833129883,2.9992880821228027,4.264069080352783,-4.149266719818115,-2.279811382293701,1.4278970956802368,1.077017068862915,5.277689456939697,8.163381576538086,-2.377208948135376,-4.533541202545166,-7.213573455810547,-8.770600318908691,3.48099684715271,2.9055418968200684,4.104776859283447,5.620702743530273,2.9138171672821045,2.203610897064209,0.6907007098197937,-0.6047446727752686,-1.2646117210388184,-0.07547395676374435,1.183107852935791,-0.25486987829208374,2.7221813201904297,1.7871242761611938,-1.638728380203247,-4.090801239013672,6.539252758026123,7.5991621017456055,-4.5248212814331055,-3.4376089572906494,-1.8751075267791748,-3.0652377605438232,6.118548393249512,6.150928497314453,-7.439234733581543,-7.704537868499756,-4.3950958251953125,-3.461376428604126,-2.3179519176483154,-2.472309112548828,-5.151672840118408,-3.301490068435669,2.093984365463257,3.309934377670288,0.5120446681976318,-0.04657844454050064,-7.1833648681640625,-7.361915111541748,2.321227788925171,2.2480766773223877,6.936091423034668,9.096171379089355,-3.833817481994629,-2.6132445335388184,-5.647183895111084,-6.137498378753662,-2.1615774631500244,-3.101022720336914,0.8165554404258728,-0.2560969293117523,-1.5932371616363525,-0.41860389709472656,1.4846583604812622,-1.0298151969909668,-0.8368321657180786,-0.7287575602531433,0.5122821927070618,2.073892593383789,1.0083746910095215,-1.7365190982818604,-4.8841657638549805,-6.065591335296631,-11.417349815368652,-1.7715833187103271,-1.2678194046020508,1.8713027238845825,-3.8813374042510986,-1.9830150604248047,0.9404201507568359,0.6268541,0.6204875
39,-6.460963249206543,-8.25068473815918,1.850540280342102,3.8426766395568848,3.2439777851104736,3.2148261070251465,-5.910462379455566,-6.177835941314697,4.915933132171631,8.774212837219238,4.398754119873047,4.9206109046936035,1.8056535720825195,4.236232280731201,3.010989189147949,4.285984992980957,-4.178585529327393,-2.3017187118530273,1.4499788284301758,1.0861904621124268,5.312492847442627,8.217042922973633,-2.406765937805176,-4.562093257904053,-7.261884689331055,-8.830740928649902,3.508263111114502,2.9220612049102783,4.132406234741211,5.651920795440674,2.932443380355835,2.2150955200195312,0.7110049724578857,-0.6248685717582703,-1.2830897569656372,-0.08223927021026611,1.1863477230072021,-0.2576572000980377,2.7673301696777344,1.7963837385177612,-1.6304577589035034,-4.124837875366211,6.618505954742432,7.643251419067383,-4.561191558837891,-3.462467908859253,-1.904245138168335,-3.099332094192505,6.187234878540039,6.1998748779296875,-7.494856357574463,-7.746619701385498,-4.42629861831665,-3.4857661724090576,-2.3252105712890625,-2.4918203353881836,-5.180270195007324,-3.3264453411102295,2.1060285568237305,3.3251287937164307,0.5071833729743958,-0.04619612917304039,-7.245970249176025,-7.404572486877441,2.350740432739258,2.2536461353302,6.982619762420654,9.148977279663086,-3.8685216903686523,-2.6322383880615234,-5.692248344421387,-6.169370651245117,-2.1843066215515137,-3.1181743144989014,0.8317999839782715,-0.26663073897361755,-1.6180917024612427,-0.42024651169776917,1.5072180032730103,-1.0402474403381348,-0.8310167193412781,-0.7362177968025208,0.5190398693084717,2.0914976596832275,1.000709891319275,-1.7245169878005981,-4.907777786254883,-6.083090782165527,-11.54655933380127,-1.7738533020019531,-1.2674174308776855,1.871492862701416,-3.88295841217041,-1.9818311929702759,0.9418067932128906,0.6267046,0.61956185
