epoch,W1_1_1,W1_1_2,W1_1_3,W1_1_4,W1_1_5,W1_1_6,W1_1_7,W1_1_8,W1_1_9,W1_1_10,W1_1_11,W1_1_12,W1_1_13,W1_1_14,W1_1_15,W1_1_16,W1_1_17,W1_1_18,W1_1_19,W1_1_20,W1_1_21,W1_1_22,W1_1_23,W1_1_24,W1_1_25,W1_1_26,W1_1_27,W1_1_28,W1_1_29,W1_1_30,W1_1_31,W1_1_32,W1_1_33,W1_1_34,W1_1_35,W1_1_36,W1_1_37,W1_1_38,W1_1_39,W1_1_40,W1_1_41,W1_1_42,b1_1,W2_1_1,b2_1,Wout_1_1,bout_1,training_acc,testing_acc
17,-5.976596355438232,3.219560146331787,1.9696708917617798,-4.763141632080078,5.911618232727051,3.6559107303619385,2.6321237087249756,2.8910398483276367,-2.6224863529205322,0.6161232590675354,6.090863227844238,-2.558070659637451,-6.468679428100586,2.4547035694122314,4.024731636047363,1.9600201845169067,-0.2646670937538147,-0.5055760145187378,0.47932401299476624,1.7727364301681519,-3.4187848567962646,4.988259792327881,-3.141000509262085,-1.0005590915679932,3.900142192840576,-6.403678894042969,-3.0652260780334473,-2.6213266849517822,-3.9842660427093506,2.730142593383789,0.3493023216724396,-5.6285600662231445,1.7390456199645996,7.006524085998535,-2.5135574340820312,-5.059035301208496,-2.0453808307647705,-0.13591299951076508,-0.8670738935470581,-0.46236109733581543,-0.6249657869338989,1.247143030166626,0.416899710893631,3.7759523391723633,-2.2763333320617676,2.2548487186431885,-1.2248257398605347,0.62720317,0.6164764
18,-6.132705211639404,3.323930501937866,2.0680930614471436,-4.917549133300781,6.0014495849609375,3.763883113861084,2.6783339977264404,2.923532009124756,-2.675103187561035,0.6140971183776855,6.214943885803223,-2.661247968673706,-6.566493034362793,2.504300117492676,4.078263759613037,2.0102384090423584,-0.2695673704147339,-0.5862430930137634,0.5027703046798706,1.8687951564788818,-3.5451087951660156,5.105599403381348,-3.2247893810272217,-1.047979712486267,4.0044331550598145,-6.487350940704346,-3.1297481060028076,-2.665489435195923,-4.026837348937988,2.774022340774536,0.3595411777496338,-5.738902568817139,1.7887368202209473,7.122169494628906,-2.562976360321045,-5.14435338973999,-2.0960519313812256,-0.1207975298166275,-0.8600874543190002,-0.45787301659584045,-0.6376480460166931,1.2849475145339966,0.4181895852088928,3.753507375717163,-2.2695796489715576,2.253885269165039,-1.2224761247634888,0.6272779,0.6164764
19,-6.270265102386475,3.4160590171813965,2.158496618270874,-5.057216167449951,6.079479217529297,3.8595638275146484,2.7215323448181152,2.95151948928833,-2.7238807678222656,0.6128997802734375,6.322261810302734,-2.751699686050415,-6.650338172912598,2.5485332012176514,4.123818874359131,2.0544869899749756,-0.2737540006637573,-0.6594324111938477,0.5245906710624695,1.957261323928833,-3.6582372188568115,5.207185745239258,-3.2988243103027344,-1.0921454429626465,4.098033428192139,-6.5611090660095215,-3.1874284744262695,-2.7032663822174072,-4.062889575958252,2.8120784759521484,0.3684013783931732,-5.834799289703369,1.832468867301941,7.222996234893799,-2.605919361114502,-5.220815658569336,-2.1409339904785156,-0.10591098666191101,-0.8532454371452332,-0.45432043075561523,-0.6494258642196655,1.3182191848754883,0.4205699563026428,3.734774112701416,-2.2643868923187256,2.2529380321502686,-1.2201626300811768,0.6271533,0.6164764
20,-6.392487525939941,3.4978978633880615,2.2418079376220703,-5.18434476852417,6.147958755493164,3.944857120513916,2.762018918991089,2.9759466648101807,-2.769299030303955,0.6124995946884155,6.416022777557373,-2.8315396308898926,-6.722943305969238,2.5884110927581787,4.162808418273926,2.0936779975891113,-0.27733951807022095,-0.7258473634719849,0.5448979139328003,2.0388436317443848,-3.7600536346435547,5.295960426330566,-3.3645591735839844,-1.1334739923477173,4.182649612426758,-6.62671422958374,-3.2393853664398193,-2.735917806625366,-4.093745231628418,2.8454325199127197,0.376299649477005,-5.918953895568848,1.8714087009429932,7.311721324920654,-2.643545150756836,-5.289755821228027,-2.1809959411621094,-0.09123833477497101,-0.8466147184371948,-0.45146867632865906,-0.6603245139122009,1.347599983215332,0.4236088991165161,3.718907356262207,-2.2603073120117188,2.2520148754119873,-1.2179479598999023,0.6271533,0.61678493
21,-6.501886367797852,3.570997953414917,2.318824291229248,-5.300689220428467,6.208578109741211,4.021221160888672,2.800016164779663,2.9975366592407227,-2.8117318153381348,0.6128793358802795,6.498562335968018,-2.902411460876465,-6.786375999450684,2.6246237754821777,4.196249961853027,2.1285459995269775,-0.28042763471603394,-0.7861675024032593,0.5638397932052612,2.1141841411590576,-3.8520193099975586,5.374088287353516,-3.4232702255249023,-1.1722421646118164,4.259604454040527,-6.685537815093994,-3.2864294052124023,-2.764357328414917,-4.1203203201293945,2.874913215637207,0.3835281431674957,-5.993399143218994,1.9064199924468994,7.3903656005859375,-2.6767592430114746,-5.352146625518799,-2.2168619632720947,-0.07676750421524048,-0.8402486443519592,-0.4491579532623291,-0.6703914999961853,1.373630166053772,0.4270804822444916,3.705274820327759,-2.257033586502075,2.2511332035064697,-1.2158716917037964,0.6271533,0.6164764
22,-6.600215435028076,3.636603832244873,2.390239715576172,-5.407710552215576,6.26265811920166,4.089869499206543,2.8356997966766357,3.0168612003326416,-2.8514046669006348,0.6139485836029053,6.571813583374023,-2.96571683883667,-6.842179298400879,2.657665252685547,4.224957466125488,2.159651756286621,-0.2830885946750641,-0.8410331606864929,0.5815331339836121,2.18385648727417,-3.9353339672088623,5.443281650543213,-3.4759442806243896,-1.2087512016296387,4.329952239990234,-6.738584995269775,-3.3292698860168457,-2.7893292903900146,-4.143406391143799,2.901096820831299,0.39028480648994446,-6.059730052947998,1.9381650686264038,7.460623741149902,-2.7063305377960205,-5.408792972564697,-2.249133348464966,-0.06249234825372696,-0.8341586589813232,-0.44724249839782715,-0.6796879768371582,1.3967885971069336,0.43078458309173584,3.6934409141540527,-2.2543485164642334,2.2502896785736084,-1.213951587677002,0.62702864,0.6158593
23,-6.689122676849365,3.6957614421844482,2.456648349761963,-5.50645112991333,6.31116247177124,4.151821613311768,2.8692312240600586,3.0343077182769775,-2.888610363006592,0.615593433380127,6.637214183807373,-3.0224459171295166,-6.891617298126221,2.6879873275756836,4.2496657371521,2.187502384185791,-0.2853824496269226,-0.8910237550735474,0.598125159740448,2.2483532428741455,-4.011017322540283,5.5049357414245605,-3.5234405994415283,-1.2431604862213135,4.394499778747559,-6.786764144897461,-3.3684144020080566,-2.811417579650879,-4.163489818572998,2.9245357513427734,0.39675047993659973,-6.119373798370361,1.967142105102539,7.523676872253418,-2.732741355895996,-5.460375785827637,-2.2782881259918213,-0.048408932983875275,-0.8283529877662659,-0.44562646746635437,-0.6882769465446472,1.4174352884292603,0.43462294340133667,3.683065414428711,-2.252117872238159,2.249488115310669,-1.2121835947036743,0.62710345,0.6158593
24,-6.769758701324463,3.749326229095459,2.5185229778289795,-5.597885608673096,6.354986190795898,4.207962512969971,2.9007179737091064,3.050215721130371,-2.9235634803771973,0.6177518963813782,6.69590950012207,-3.0735442638397217,-6.935761451721191,2.715949296951294,4.271008014678955,2.2125067710876465,-0.28736117482185364,-0.9366607069969177,0.6137003898620605,2.3081090450286865,-4.079945087432861,5.560163497924805,-3.5664401054382324,-1.27561616897583,4.453901290893555,-6.830637454986572,-3.404313802719116,-2.831115245819092,-4.181121349334717,2.9456188678741455,0.40304216742515564,-6.173210144042969,1.9937390089035034,7.580529689788818,-2.756488084793091,-5.507538795471191,-2.304708480834961,-0.03451386094093323,-0.8228380084037781,-0.44423142075538635,-0.6962254047393799,1.4359245300292969,0.4385027289390564,3.6738853454589844,-2.250241994857788,2.2487287521362305,-1.2105627059936523,0.6269788,0.61616784
25,-6.843128681182861,3.79793119430542,2.5763092041015625,-5.682694911956787,6.394720077514648,4.259003162384033,2.930277109146118,3.064769983291626,-2.9563653469085693,0.6203227043151855,6.748867511749268,-3.1197476387023926,-6.975316524505615,2.7417733669281006,4.289464950561523,2.235037326812744,-0.2890631854534149,-0.9784090518951416,0.6283374428749084,2.363539218902588,-4.14277982711792,5.6098761558532715,-3.6055407524108887,-1.3062843084335327,4.50874662399292,-6.870789051055908,-3.4373810291290283,-2.8488211631774902,-4.196644306182861,2.964627265930176,0.40920794010162354,-6.222024440765381,2.0182700157165527,7.632018089294434,-2.7779624462127686,-5.550629138946533,-2.328735589981079,-0.020806118845939636,-0.8175963163375854,-0.44299548864364624,-0.7035848498344421,1.4524989128112793,0.44234851002693176,3.6657512187957764,-2.248647689819336,2.2479825019836426,-1.2090791463851929,0.6270037,0.6158593
26,-6.910030841827393,3.842216968536377,2.6304051876068115,-5.761666774749756,6.430947303771973,4.305483341217041,2.9580278396606445,3.0782315731048584,-2.98726487159729,0.6232028007507324,6.7968316078186035,-3.1616578102111816,-7.010973930358887,2.765692949295044,4.3054938316345215,2.2553703784942627,-0.2905242443084717,-1.0166800022125244,0.6421201229095459,2.4150242805480957,-4.2001824378967285,5.6548075675964355,-3.641214609146118,-1.335257649421692,4.559483051300049,-6.9076409339904785,-3.4679322242736816,-2.8648264408111572,-4.210406303405762,2.981881856918335,0.4153009355068207,-6.266566276550293,2.0410070419311523,7.678882122039795,-2.797443151473999,-5.590130805969238,-2.350642442703247,-0.007285209372639656,-0.8126153349876404,-0.4418777525424957,-0.7104184031486511,1.4674009084701538,0.4461521804332733,3.6584339141845703,-2.247269630432129,2.2472856044769287,-1.2077248096466064,0.6268791,0.61678493
27,-6.971221446990967,3.8826518058776855,2.6811254024505615,-5.8352274894714355,6.464101791381836,4.347964763641357,2.9840259552001953,3.0907375812530518,-3.016331195831299,0.6263752579689026,6.840378284454346,-3.1997745037078857,-7.0432844161987305,2.7878429889678955,4.319380760192871,2.273805856704712,-0.29177021980285645,-1.0518505573272705,0.6551263928413391,2.4628539085388184,-4.252747058868408,5.695495128631592,-3.6738827228546143,-1.3626457452774048,4.606577396392822,-6.941599369049072,-3.496241807937622,-2.8793444633483887,-4.222683429718018,2.99761700630188,0.4213508367538452,-6.307270526885986,2.0621938705444336,7.7215375900268555,-2.815209150314331,-5.626429080963135,-2.3707168102264404,0.006048382259905338,-0.8078941702842712,-0.44083312153816223,-0.7167755365371704,1.4808486700057983,0.4498920142650604,3.651881694793701,-2.246067523956299,2.246605634689331,-1.2064859867095947,0.6269289,0.6170935
28,-7.027278423309326,3.9196858406066895,2.7287535667419434,-5.903954029083252,6.494501113891602,4.386844158172607,3.008432626724243,3.1023621559143066,-3.043717622756958,0.6297294497489929,6.880058765411377,-3.234527826309204,-7.07261323928833,2.8084332942962646,4.331477165222168,2.2905733585357666,-0.29282915592193604,-1.0842403173446655,0.6673917770385742,2.507338523864746,-4.300894260406494,5.732579231262207,-3.7038984298706055,-1.3885303735733032,4.650311470031738,-6.972931861877441,-3.522541046142578,-2.8925843238830566,-4.233623504638672,3.0119788646698,0.42736828327178955,-6.344730377197266,2.081953763961792,7.760603904724121,-2.831439733505249,-5.6598005294799805,-2.3890974521636963,0.019193196669220924,-0.8034258484840393,-0.439855694770813,-0.7227011919021606,1.4929662942886353,0.45351964235305786,3.6459531784057617,-2.2450122833251953,2.245957136154175,-1.2053544521331787,0.62702864,0.617402
