epoch,W1_1_1,W1_1_2,W1_1_3,W1_1_4,W1_1_5,W1_1_6,W1_1_7,W1_1_8,W1_1_9,W1_1_10,W1_1_11,W1_1_12,W1_1_13,W1_1_14,W1_1_15,W1_1_16,W1_1_17,W1_1_18,W1_1_19,W1_1_20,W1_1_21,W1_1_22,W1_1_23,W1_1_24,W1_1_25,W1_1_26,W1_1_27,W1_1_28,W1_1_29,W1_1_30,W1_1_31,W1_1_32,W1_1_33,W1_1_34,W1_1_35,W1_1_36,W1_1_37,W1_1_38,W1_1_39,W1_1_40,W1_1_41,W1_1_42,b1_1,W2_1_1,b2_1,Wout_1_1,bout_1,training_acc,testing_acc
29,-7.078732013702393,3.9536666870117188,2.7735774517059326,-5.9681782722473145,6.522476673126221,4.422548770904541,3.0312719345092773,3.1132657527923584,-3.0695719718933105,0.6332188844680786,6.9163055419921875,-3.2663002014160156,-7.099365234375,2.827596664428711,4.342036247253418,2.3058395385742188,-0.293718159198761,-1.1141319274902344,0.6789630055427551,2.5487377643585205,-4.345070838928223,5.766383647918701,-3.7315685749053955,-1.4129849672317505,4.691054344177246,-7.001891136169434,-3.5470008850097656,-2.9047060012817383,-4.243509769439697,3.025156259536743,0.4333705008029938,-6.379208564758301,2.100450038909912,7.796337604522705,-2.846337080001831,-5.690513610839844,-2.406010389328003,0.0321483388543129,-0.7992053627967834,-0.4389136731624603,-0.7282646298408508,1.5039198398590088,0.4570385217666626,3.6405603885650635,-2.24406361579895,2.245347023010254,-1.2043195962905884,0.62705356,0.617402
30,-7.126020908355713,3.9849822521209717,2.815767288208008,-6.028293609619141,6.548331260681152,4.455330848693848,3.052687644958496,3.1234512329101562,-3.09394907951355,0.6368004679679871,6.949559688568115,-3.295354127883911,-7.123948574066162,2.845376968383789,4.3512492179870605,2.3198044300079346,-0.2944524586200714,-1.1417585611343384,0.6898876428604126,2.5873043537139893,-4.385614395141602,5.79725980758667,-3.7571513652801514,-1.4360952377319336,4.729024887084961,-7.028778076171875,-3.5698578357696533,-2.915839433670044,-4.252504825592041,3.037302017211914,0.4393509030342102,-6.411081790924072,2.117838144302368,7.829201698303223,-2.8600313663482666,-5.7188639640808105,-2.4215478897094727,0.04491208866238594,-0.7952031493186951,-0.4379924535751343,-0.7334877252578735,1.5138334035873413,0.46045956015586853,3.635647773742676,-2.243210792541504,2.2447640895843506,-1.2033696174621582,0.62710345,0.6177106
31,-7.1695098876953125,4.013827323913574,2.855541467666626,-6.084708213806152,6.572206974029541,4.485536098480225,3.072727680206299,3.13305926322937,-3.1169466972351074,0.6404251456260681,6.980050086975098,-3.321991205215454,-7.146538257598877,2.8619680404663086,4.3593854904174805,2.3326215744018555,-0.29505613446235657,-1.1673758029937744,0.7001913785934448,2.6232099533081055,-4.422889709472656,5.825572967529297,-3.780825614929199,-1.4579532146453857,4.764570713043213,-7.053744792938232,-3.591172218322754,-2.92610764503479,-4.26075553894043,3.048529863357544,0.44528645277023315,-6.440583229064941,2.134199619293213,7.859445095062256,-2.872694969177246,-5.744981288909912,-2.435892343521118,0.057482872158288956,-0.7914384007453918,-0.4370962679386139,-0.7384217977523804,1.5228054523468018,0.46375423669815063,3.6311662197113037,-2.242445945739746,2.2442030906677246,-1.2024997472763062,0.6272779,0.6177106
32,-7.209652423858643,4.04047966003418,2.8931286334991455,-6.137603282928467,6.594411849975586,4.51336669921875,3.0915017127990723,3.1420745849609375,-3.13864803314209,0.6440746784210205,7.008144855499268,-3.3464512825012207,-7.167369842529297,2.877354621887207,4.366511344909668,2.3443965911865234,-0.2955376207828522,-1.1911299228668213,0.7099267244338989,2.6566803455352783,-4.457187175750732,5.851633071899414,-3.8027918338775635,-1.4786094427108765,4.797780513763428,-7.077001094818115,-3.6111702919006348,-2.935555934906006,-4.26833438873291,3.058903217315674,0.45117685198783875,-6.468008041381836,2.1496713161468506,7.887337684631348,-2.8844192028045654,-5.7691450119018555,-2.449143648147583,0.06985849142074585,-0.7878907322883606,-0.4362075924873352,-0.7431004643440247,1.530946135520935,0.46694183349609375,3.627046585083008,-2.2417538166046143,2.243678092956543,-1.2016987800598145,0.6272281,0.6180191
33,-7.246658802032471,4.065159797668457,2.9285905361175537,-6.187315940856934,6.615023136138916,4.539068698883057,3.1090896129608154,3.150614023208618,-3.1591339111328125,0.6477027535438538,7.033923625946045,-3.3689210414886475,-7.186633586883545,2.891688346862793,4.372827053070068,2.3552303314208984,-0.29590556025505066,-1.2132253646850586,0.7191054224967957,2.6878957748413086,-4.488792419433594,5.875556468963623,-3.8232293128967285,-1.4981096982955933,4.828845500946045,-7.0985918045043945,-3.6299288272857666,-2.9443471431732178,-4.27524471282959,3.0685336589813232,0.45701295137405396,-6.493558406829834,2.1643030643463135,7.913095474243164,-2.8952879905700684,-5.791501045227051,-2.461408853530884,0.08203805238008499,-0.7845492362976074,-0.43532460927963257,-0.7475392818450928,1.5383247137069702,0.4700104594230652,3.6232621669769287,-2.2411069869995117,2.2431764602661133,-1.2009633779525757,0.6273029,0.6177106
34,-7.28085470199585,4.088067531585693,2.962117910385132,-6.234046936035156,6.634194374084473,4.562839031219482,3.1255438327789307,3.1586272716522217,-3.1784920692443848,0.6512925624847412,7.057738780975342,-3.3896126747131348,-7.204446315765381,2.905036449432373,4.3784637451171875,2.365248203277588,-0.2961781919002533,-1.2337874174118042,0.7277649641036987,2.717006206512451,-4.51795768737793,5.89760160446167,-3.8422157764434814,-1.5165297985076904,4.857977390289307,-7.118767261505127,-3.6475605964660645,-2.9525084495544434,-4.281687259674072,3.077476739883423,0.4627864360809326,-6.517298698425293,2.1781411170959473,7.936840057373047,-2.9053828716278076,-5.812209606170654,-2.472780466079712,0.09402035176753998,-0.7814088463783264,-0.4344475269317627,-0.7517773509025574,1.545023798942566,0.47298189997673035,3.6197736263275146,-2.2405288219451904,2.2427053451538086,-1.200278878211975,0.6272779,0.6180191
35,-7.312495708465576,4.109312534332275,2.99383282661438,-6.278050899505615,6.652062892913818,4.584860324859619,3.140928030014038,3.1662285327911377,-3.196798324584961,0.6548205018043518,7.079695701599121,-3.408674478530884,-7.220981121063232,2.9174678325653076,4.383452415466309,2.3745105266571045,-0.2963601350784302,-1.2529537677764893,0.7359333634376526,2.7441678047180176,-4.5448455810546875,5.917859077453613,-3.859936475753784,-1.5339492559432983,4.88529109954834,-7.137552261352539,-3.664151191711426,-2.960071325302124,-4.287632465362549,3.0858590602874756,0.46847400069236755,-6.5394768714904785,2.1912612915039062,7.9588704109191895,-2.9147725105285645,-5.831396102905273,-2.4833104610443115,0.10580439865589142,-0.7784746289253235,-0.43356630206108093,-0.7558420300483704,1.5511139631271362,0.4758334159851074,3.6165642738342285,-2.2400012016296387,2.242260456085205,-1.1996448040008545,0.6273527,0.6177106
36,-7.341757297515869,4.129085540771484,3.0238595008850098,-6.3194580078125,6.668758869171143,4.605278015136719,3.155345916748047,3.1734025478363037,-3.2140798568725586,0.6583006381988525,7.099982261657715,-3.426231861114502,-7.236429691314697,2.929046154022217,4.387929439544678,2.3831241130828857,-0.29646018147468567,-1.2708479166030884,0.7436253428459167,2.769547700881958,-4.569653034210205,5.936639785766602,-3.876481294631958,-1.5504189729690552,4.91099214553833,-7.155137538909912,-3.679790735244751,-2.967097043991089,-4.293232440948486,3.093656539916992,0.47404611110687256,-6.56024694442749,2.2036986351013184,7.979368686676025,-2.923522472381592,-5.849260330200195,-2.493105888366699,0.1173894926905632,-0.7757285237312317,-0.4326876401901245,-0.759742021560669,1.5566439628601074,0.4785640835762024,3.613577127456665,-2.2395055294036865,2.241847038269043,-1.1990599632263184,0.6272779,0.617402
37,-7.368837833404541,4.147500514984131,3.0523064136505127,-6.358485221862793,6.6844072341918945,4.624185085296631,3.1688613891601562,3.1801769733428955,-3.2304303646087646,0.6617042422294617,7.118730068206787,-3.442423105239868,-7.250791549682617,2.9398410320281982,4.3919572830200195,2.391075849533081,-0.29648643732070923,-1.2875665426254272,0.7508866786956787,2.7932114601135254,-4.5925822257995605,5.95400333404541,-3.8919765949249268,-1.565986156463623,4.935134410858154,-7.171621799468994,-3.694535493850708,-2.9736409187316895,-4.298473358154297,3.1009576320648193,0.4795132577419281,-6.57970666885376,2.2155301570892334,7.9984002113342285,-2.931713104248047,-5.865844249725342,-2.502227306365967,0.1287737637758255,-0.7731634378433228,-0.43181470036506653,-0.7634835243225098,1.5617034435272217,0.4812104403972626,3.610813617706299,-2.2390329837799072,2.2414515018463135,-1.1985188722610474,0.6272779,0.6170935
38,-7.393942356109619,4.164717197418213,3.0792880058288574,-6.39528751373291,6.698995590209961,4.641776084899902,3.1814980506896973,3.186582565307617,-3.2458536624908447,0.6650190949440002,7.136106967926025,-3.457383155822754,-7.264218807220459,2.949882984161377,4.395564079284668,2.3984692096710205,-0.29644685983657837,-1.303202509880066,0.7577462196350098,2.8153295516967773,-4.613884449005127,5.970125198364258,-3.9064435958862305,-1.5806962251663208,4.9578423500061035,-7.187040328979492,-3.7084522247314453,-2.979743719100952,-4.303365230560303,3.1078052520751953,0.4848693609237671,-6.5979156494140625,2.2268078327178955,8.015979766845703,-2.9393744468688965,-5.881296634674072,-2.5107405185699463,0.1399570256471634,-0.7707703709602356,-0.43095093965530396,-0.767088770866394,1.5662976503372192,0.4837459921836853,3.6082468032836914,-2.238621473312378,2.2410879135131836,-1.198008418083191,0.6272281,0.617402
39,-7.417293071746826,4.180768013000488,3.104832887649536,-6.430014610290527,6.712714195251465,4.6581807136535645,3.193378210067749,3.19262957572937,-3.2604689598083496,0.6682456135749817,7.152237415313721,-3.4712228775024414,-7.276796340942383,2.9592278003692627,4.3988189697265625,2.4053544998168945,-0.2963429093360901,-1.3178467750549316,0.7642089128494263,2.835960865020752,-4.633519649505615,5.984963417053223,-3.9200191497802734,-1.5946019887924194,4.979209899902344,-7.201449871063232,-3.7216098308563232,-2.9854331016540527,-4.308033466339111,3.1142261028289795,0.49008727073669434,-6.615036964416504,2.2375054359436035,8.032522201538086,-2.946556329727173,-5.895671367645264,-2.5186519622802734,0.15094251930713654,-0.7685272097587585,-0.4300847351551056,-0.7705615162849426,1.5704846382141113,0.4861815869808197,3.6058623790740967,-2.238220691680908,2.2407422065734863,-1.1975336074829102,0.6271782,0.617402
40,-7.438940048217773,4.195782661437988,3.129103422164917,-6.462810039520264,6.725556373596191,4.673358917236328,3.204545259475708,3.198336601257324,-3.2742867469787598,0.6713808178901672,7.167260646820068,-3.4840309619903564,-7.288564205169678,2.9679341316223145,4.401737213134766,2.411740303039551,-0.29618412256240845,-1.33156156539917,0.7703256607055664,2.85524845123291,-4.651763439178467,5.998827934265137,-3.9326844215393066,-1.6077685356140137,4.999361038208008,-7.21497106552124,-3.7340636253356934,-2.990753173828125,-4.312439918518066,3.120276927947998,0.4951673746109009,-6.631059169769287,2.247687339782715,8.047799110412598,-2.9533045291900635,-5.90908670425415,-2.5260422229766846,0.16172610223293304,-0.7664415240287781,-0.42922666668891907,-0.7739087343215942,1.5743193626403809,0.48853591084480286,3.6036438941955566,-2.2378485202789307,2.2404167652130127,-1.1970901489257812,0.6272281,0.617402
41,-7.459073066711426,4.209805488586426,3.152104377746582,-6.493783950805664,6.737607479095459,4.68752384185791,3.21500301361084,3.2037160396575928,-3.2873125076293945,0.6744217872619629,7.1812052726745605,-3.495847463607788,-7.299644470214844,2.976083278656006,4.404387950897217,2.4176931381225586,-0.29597315192222595,-1.3444023132324219,0.7760916352272034,2.873274326324463,-4.668666362762451,6.011645793914795,-3.944598913192749,-1.6202362775802612,5.018374443054199,-7.22763204574585,-3.7458503246307373,-2.9957451820373535,-4.316581726074219,3.1259536743164062,0.5000855326652527,-6.646141052246094,2.257389783859253,8.062132835388184,-2.959639310836792,-5.921600818634033,-2.5329701900482178,0.17230971157550812,-0.7644954323768616,-0.4283813238143921,-0.777132511138916,1.5778347253799438,0.490802526473999,3.6015625,-2.2375099658966064,2.240125894546509,-1.1966745853424072,0.62720317,0.617402
42,-7.477736473083496,4.222960948944092,3.173929452896118,-6.523074626922607,6.748979091644287,4.700712203979492,3.2248289585113525,3.208820343017578,-3.2996511459350586,0.6773600578308105,7.194145202636719,-3.5067899227142334,-7.310039520263672,2.9836530685424805,4.406828880310059,2.42319393157959,-0.2957199513912201,-1.3564510345458984,0.7815344333648682,2.8900654315948486,-4.684344291687012,6.023577690124512,-3.9557037353515625,-1.6320618391036987,5.036318778991699,-7.2394633293151855,-3.7570321559906006,-3.000375270843506,-4.320521831512451,3.1312992572784424,0.5048267841339111,-6.660362720489502,2.266641855239868,8.07547664642334,-2.965588092803955,-5.933290958404541,-2.5394413471221924,0.18269382417201996,-0.762692928314209,-0.42754635214805603,-0.7802484035491943,1.5810482501983643,0.4929606020450592,3.5996358394622803,-2.237178325653076,2.239837169647217,-1.1962871551513672,0.6272779,0.61678493
43,-7.495137691497803,4.235296249389648,3.1946756839752197,-6.55076789855957,6.759650707244873,4.712981224060059,3.2340683937072754,3.213644504547119,-3.311319589614868,0.6802173852920532,7.2061848640441895,-3.5169239044189453,-7.3197922706604,2.9907479286193848,4.409019470214844,2.428351402282715,-0.2954234182834625,-1.3677430152893066,0.7866736650466919,2.905770778656006,-4.698928356170654,6.034656524658203,-3.9661693572998047,-1.643252968788147,5.053262710571289,-7.250590801239014,-3.7676165103912354,-3.004714012145996,-4.324286460876465,3.13634991645813,0.5094298124313354,-6.673733234405518,2.275428056716919,8.087862968444824,-2.971163511276245,-5.944237232208252,-2.5454885959625244,0.19287891685962677,-0.7610244750976562,-0.4267195463180542,-0.783247709274292,1.5840020179748535,0.4950525164604187,3.597837448120117,-2.2368922233581543,2.2395787239074707,-1.195914626121521,0.6271782,0.61678493
44,-7.511290550231934,4.24688196182251,3.2143518924713135,-6.5769476890563965,6.769697666168213,4.72452974319458,3.242746591567993,3.2182087898254395,-3.3223323822021484,0.6829744577407837,7.21737813949585,-3.5263524055480957,-7.329002380371094,2.997316598892212,4.4110236167907715,2.4330942630767822,-0.2950865924358368,-1.3783429861068726,0.791521430015564,2.920433282852173,-4.712435245513916,6.044970512390137,-3.975933790206909,-1.653860330581665,5.069239139556885,-7.261006832122803,-3.777625799179077,-3.0087730884552,-4.327824115753174,3.1410934925079346,0.5138803124427795,-6.6863017082214355,2.2837822437286377,8.09946346282959,-2.976435661315918,-5.954507350921631,-2.551164388656616,0.20286548137664795,-0.7594770789146423,-0.4259033799171448,-0.7861493825912476,1.5867301225662231,0.4970557987689972,3.5961577892303467,-2.2366111278533936,2.2393312454223633,-1.1955714225769043,0.627253,0.6170935
45,-7.526305675506592,4.257740497589111,3.2330944538116455,-6.601722240447998,6.77915096282959,4.735268592834473,3.250870943069458,3.2224884033203125,-3.3327741622924805,0.6856377124786377,7.227812767028809,-3.5350894927978516,-7.337660312652588,3.003476142883301,4.412907600402832,2.437520980834961,-0.2947118282318115,-1.388303518295288,0.7961007952690125,2.934126138687134,-4.725040435791016,6.054543495178223,-3.9851233959198,-1.6639169454574585,5.084324359893799,-7.270780563354492,-3.787140369415283,-3.0125532150268555,-4.331223011016846,3.145565986633301,0.5181438326835632,-6.698159694671631,2.291750431060791,8.110451698303223,-2.981414556503296,-5.964144706726074,-2.5565025806427,0.2126530408859253,-0.7580425143241882,-0.42510098218917847,-0.7889294624328613,1.5892504453659058,0.4989699423313141,3.594578504562378,-2.23634672164917,2.2391035556793213,-1.195244312286377,0.62720317,0.6170935
46,-7.540353298187256,4.267923355102539,3.2508716583251953,-6.625184535980225,6.788058280944824,4.745321750640869,3.2585067749023438,3.2265422344207764,-3.342622995376587,0.6882206797599792,7.237576484680176,-3.543186902999878,-7.345826625823975,3.0092198848724365,4.414619445800781,2.4416539669036865,-0.2943028509616852,-1.3976496458053589,0.8004176020622253,2.946941375732422,-4.736764907836914,6.063482761383057,-3.9937994480133057,-1.6734527349472046,5.098624229431152,-7.279938220977783,-3.7961816787719727,-3.0160975456237793,-4.3344316482543945,3.149778127670288,0.5222679376602173,-6.709313869476318,2.2993619441986084,8.120563507080078,-2.986098289489746,-5.973150730133057,-2.561481475830078,0.22224512696266174,-0.7567034959793091,-0.4243091642856598,-0.7916015982627869,1.5915790796279907,0.5008315443992615,3.593111515045166,-2.236105442047119,2.2388904094696045,-1.1949361562728882,0.6273278,0.617402
47,-7.553412437438965,4.277502536773682,3.2677667140960693,-6.647397518157959,6.796517372131348,4.754695415496826,3.265714645385742,3.230388641357422,-3.3519630432128906,0.6907103061676025,7.246588230133057,-3.5507335662841797,-7.353519439697266,3.014573335647583,4.416162490844727,2.4455089569091797,-0.29386675357818604,-1.406436562538147,0.8044981956481934,2.958904504776001,-4.747647762298584,6.071780681610107,-4.001893043518066,-1.6825122833251953,5.112175941467285,-7.288524150848389,-3.804759979248047,-3.0194168090820312,-4.337539196014404,3.1537857055664062,0.5262154936790466,-6.719860076904297,2.3065543174743652,8.130136489868164,-2.990532875061035,-5.981690406799316,-2.5661513805389404,0.23164169490337372,-0.7554731369018555,-0.42352792620658875,-0.7941682934761047,1.5937474966049194,0.5026119947433472,3.5917372703552246,-2.2358663082122803,2.2386887073516846,-1.1946457624435425,0.6272779,0.617402
48,-7.565621852874756,4.286494255065918,3.283858060836792,-6.668426990509033,6.804459095001221,4.763521671295166,3.2725131511688232,3.234013557434082,-3.3607993125915527,0.6931145787239075,7.255046367645264,-3.5577452182769775,-7.3607659339904785,3.0195770263671875,4.417628288269043,2.4490885734558105,-0.2934018671512604,-1.4146994352340698,0.8083520531654358,2.970082998275757,-4.757826805114746,6.079559803009033,-4.009494304656982,-1.691124439239502,5.125,-7.296584606170654,-3.812901258468628,-3.022510290145874,-4.340496063232422,3.157536745071411,0.5299968719482422,-6.729782581329346,2.3134403228759766,8.139063835144043,-2.994725227355957,-5.98973274230957,-2.570554494857788,0.24084529280662537,-0.7543463110923767,-0.42275455594062805,-0.7966421842575073,1.595755696296692,0.5043140649795532,3.590439558029175,-2.2356555461883545,2.2385075092315674,-1.1943691968917847,0.6273029,0.6177106
49,-7.577013969421387,4.295008659362793,3.2991297245025635,-6.688375949859619,6.811924457550049,4.771772861480713,3.2789173126220703,3.237434148788452,-3.3691365718841553,0.6954280138015747,7.2629570960998535,-3.5642640590667725,-7.367682933807373,3.0242676734924316,4.4189887046813965,2.4524412155151367,-0.29290905594825745,-1.4224764108657837,0.8119809627532959,2.980518341064453,-4.767348766326904,6.0868096351623535,-4.016631603240967,-1.699290156364441,5.1371169090271,-7.304159164428711,-3.820629119873047,-3.0253829956054688,-4.343326568603516,3.161072015762329,0.5336076617240906,-6.739133358001709,2.3200135231018066,8.14749813079834,-2.9987053871154785,-5.9972004890441895,-2.574697971343994,0.24985511600971222,-0.7533058524131775,-0.4220030605792999,-0.7990120053291321,1.5976210832595825,0.5059437155723572,3.5892295837402344,-2.2354493141174316,2.2383320331573486,-1.1941112279891968,0.6273527,0.6177106
50,-7.587611675262451,4.30294942855835,3.3136749267578125,-6.7073163986206055,6.818982124328613,4.779536724090576,3.2849366664886475,3.2406773567199707,-3.3770508766174316,0.6976565718650818,7.270325660705566,-3.5703377723693848,-7.374137878417969,3.028625726699829,4.420275688171387,2.4555552005767822,-0.29239872097969055,-1.4297839403152466,0.815409779548645,2.9902517795562744,-4.77620792388916,6.093585968017578,-4.02330207824707,-1.707049012184143,5.148565292358398,-7.311241626739502,-3.8279857635498047,-3.028108596801758,-4.346059322357178,3.164447546005249,0.537057638168335,-6.74794864654541,2.3262648582458496,8.155344009399414,-3.0024359226226807,-6.0042266845703125,-2.578606128692627,0.2586749792098999,-0.7523559331893921,-0.42127349972724915,-0.8012930750846863,1.5993585586547852,0.5075143575668335,3.5880777835845947,-2.2352471351623535,2.23818039894104,-1.1938683986663818,0.6273029,0.6177106
51,-7.597519397735596,4.310458183288574,3.3275146484375,-6.725238800048828,6.825675964355469,4.786825180053711,3.290616512298584,3.2437164783477783,-3.3845293521881104,0.6998165249824524,7.277188777923584,-3.5760180950164795,-7.380257606506348,3.0327279567718506,4.421477794647217,2.458433151245117,-0.29186373949050903,-1.4366507530212402,0.8186416029930115,2.9993672370910645,-4.784464359283447,6.099925518035889,-4.029612064361572,-1.7144062519073486,5.15944242477417,-7.3179192543029785,-3.8349454402923584,-3.030616044998169,-4.348647594451904,3.1676299571990967,0.5403584241867065,-6.756286144256592,2.3321878910064697,8.162731170654297,-3.005967617034912,-6.010947227478027,-2.5822887420654297,0.26730382442474365,-0.7514786720275879,-0.42056429386138916,-0.8034714460372925,1.6009656190872192,0.5090146064758301,3.587012529373169,-2.2350714206695557,2.2380290031433105,-1.1936335563659668,0.6273029,0.6177106
52,-7.6067795753479,4.317551136016846,3.3406896591186523,-6.742217540740967,6.832021713256836,4.793630123138428,3.2959821224212646,3.2465929985046387,-3.391615152359009,0.7018982768058777,7.283635139465332,-3.5812723636627197,-7.386096954345703,3.036546230316162,4.42255163192749,2.461120128631592,-0.29130950570106506,-1.4431161880493164,0.8216980695724487,3.007866621017456,-4.792177677154541,6.10587739944458,-4.035587787628174,-1.7214139699935913,5.169724941253662,-7.324184417724609,-3.8415846824645996,-3.033005714416504,-4.351113796234131,3.170644760131836,0.5435028672218323,-6.764148712158203,2.3378210067749023,8.169726371765137,-3.0093252658843994,-6.017214775085449,-2.5857582092285156,0.27574795484542847,-0.7506678104400635,-0.4198683500289917,-0.8055645823478699,1.6024819612503052,0.5104551911354065,3.586012363433838,-2.234907388687134,2.237891912460327,-1.1934109926223755,0.627253,0.6177106
53,-7.615438461303711,4.324231147766113,3.3532042503356934,-6.758343696594238,6.837975978851318,4.800024509429932,3.301042318344116,3.2492945194244385,-3.3983194828033447,0.7038912177085876,7.289657115936279,-3.586188793182373,-7.391566276550293,3.040144681930542,4.423534393310547,2.4636244773864746,-0.29073601961135864,-1.4491993188858032,0.8245782852172852,3.015841245651245,-4.799356937408447,6.111398696899414,-4.041144847869873,-1.728074073791504,5.179538726806641,-7.330045700073242,-3.8478665351867676,-3.035220146179199,-4.353484153747559,3.1734886169433594,0.5465030670166016,-6.771584510803223,2.343195915222168,8.176180839538574,-3.0124833583831787,-6.023096084594727,-2.589012622833252,0.28400754928588867,-0.7499295473098755,-0.41920456290245056,-0.8075613379478455,1.6039025783538818,0.5118404626846313,3.5850632190704346,-2.234736680984497,2.2377641201019287,-1.1932041645050049,0.6272779,0.6180191
54,-7.623532295227051,4.330503940582275,3.3651256561279297,-6.773648262023926,6.843642711639404,4.806027889251709,3.305802822113037,3.2518470287323,-3.4046599864959717,0.7057986259460449,7.295255661010742,-3.5907559394836426,-7.396737575531006,3.043469190597534,4.424482822418213,2.4659535884857178,-0.2901466190814972,-1.4549185037612915,0.8272922039031982,3.023261547088623,-4.806110382080078,6.116569995880127,-4.046415328979492,-1.734422206878662,5.188809394836426,-7.335524082183838,-3.853839874267578,-3.037280559539795,-4.355754852294922,3.1762051582336426,0.5493562817573547,-6.778573989868164,2.3482916355133057,8.182299613952637,-3.015462875366211,-6.028636932373047,-2.5920662879943848,0.29208505153656006,-0.7492594718933105,-0.418565571308136,-0.8094731569290161,1.6052286624908447,0.5131539702415466,3.584179639816284,-2.2345805168151855,2.237645149230957,-1.1930060386657715,0.6273278,0.6180191
55,-7.631064414978027,4.336462497711182,3.3764843940734863,-6.788145065307617,6.848972320556641,4.811714172363281,3.310272216796875,3.254249334335327,-3.4106674194335938,0.707650899887085,7.300492763519287,-3.5950376987457275,-7.401615619659424,3.046581983566284,4.425331115722656,2.4681217670440674,-0.2895429730415344,-1.4603071212768555,0.8298637270927429,3.0302114486694336,-4.81247615814209,6.121380805969238,-4.051319599151611,-1.7404687404632568,5.197586536407471,-7.340703010559082,-3.859524726867676,-3.0392098426818848,-4.357879638671875,3.1787421703338623,0.5520570278167725,-6.785190582275391,2.353125810623169,8.18803882598877,-3.0183184146881104,-6.0339226722717285,-2.594949245452881,0.299979567527771,-0.7486492395401001,-0.4179389178752899,-0.8113073110580444,1.606481671333313,0.5144135355949402,3.5833587646484375,-2.2344465255737305,2.2375338077545166,-1.1928112506866455,0.6273278,0.6180191
56,-7.638168811798096,4.342001914978027,3.387320041656494,-6.801965236663818,6.854019641876221,4.817053318023682,3.3145291805267334,3.2565319538116455,-3.416327476501465,0.7094398736953735,7.305405616760254,-3.599057912826538,-7.40625,3.049513101577759,4.426196098327637,2.4701602458953857,-0.28892219066619873,-1.4653842449188232,0.832291841506958,3.036715507507324,-4.818389892578125,6.125924110412598,-4.0559587478637695,-1.7462027072906494,5.205908298492432,-7.345541954040527,-3.8649141788482666,-3.0410408973693848,-4.359962463378906,3.181147575378418,0.5546300411224365,-6.791437149047852,2.357717514038086,8.193445205688477,-3.0209813117980957,-6.038898944854736,-2.5976710319519043,0.30769777297973633,-0.7480885982513428,-0.4173220992088318,-0.8130486011505127,1.6076688766479492,0.5156352519989014,3.582571029663086,-2.234309673309326,2.2374343872070312,-1.1926335096359253,0.6273278,0.6180191
57,-7.644798278808594,4.347310543060303,3.3975844383239746,-6.815043926239014,6.858801364898682,4.822044849395752,3.3185293674468994,3.2586724758148193,-3.4217076301574707,0.711158275604248,7.310037612915039,-3.6027557849884033,-7.410674095153809,3.0522351264953613,4.426988124847412,2.4720444679260254,-0.28828755021095276,-1.4701614379882812,0.8345780372619629,3.0427770614624023,-4.823948383331299,6.130130290985107,-4.060326099395752,-1.751659631729126,5.213840961456299,-7.350144386291504,-3.8700475692749023,-3.04272723197937,-4.361927032470703,3.183403730392456,0.5570706725120544,-6.797329902648926,2.3621017932891846,8.198612213134766,-3.0235207080841064,-6.043619632720947,-2.600266218185425,0.3152368664741516,-0.7475839257240295,-0.41673704981803894,-0.8147144913673401,1.6087760925292969,0.5167894959449768,3.581833600997925,-2.234189987182617,2.23734188079834,-1.1924580335617065,0.6273029,0.6180191
58,-7.651020050048828,4.352319240570068,3.407425880432129,-6.8275146484375,6.863349914550781,4.826765537261963,3.3223214149475098,3.260708808898926,-3.426809310913086,0.712806761264801,7.31436014175415,-3.606243371963501,-7.414827823638916,3.0547971725463867,4.427737236022949,2.47383713722229,-0.2876408100128174,-1.4746532440185547,0.8367365002632141,3.0484347343444824,-4.829177379608154,6.1341328620910645,-4.064403057098389,-1.7568732500076294,5.221355438232422,-7.354474067687988,-3.8749308586120605,-3.044323682785034,-4.3638505935668945,3.1855194568634033,0.5593726634979248,-6.802889347076416,2.3662846088409424,8.203482627868652,-3.025928258895874,-6.048076629638672,-2.6027121543884277,0.3226030468940735,-0.7471227049827576,-0.41616591811180115,-0.8163021206855774,1.609810471534729,0.5178978443145752,3.5811405181884766,-2.2340776920318604,2.2372498512268066,-1.1922963857650757,0.6273029,0.6180191
59,-7.656846523284912,4.357050895690918,3.416795253753662,-6.839330673217773,6.867596626281738,4.831215858459473,3.3258957862854004,3.262608766555786,-3.431630849838257,0.7143884301185608,7.3184027671813965,-3.6095099449157715,-7.418799877166748,3.0572211742401123,4.428421497344971,2.4754929542541504,-0.2869834899902344,-1.4788782596588135,0.8387752771377563,3.053718090057373,-4.834006309509277,6.137875556945801,-4.068248748779297,-1.7618000507354736,5.228469371795654,-7.3585028648376465,-3.879554033279419,-3.045809745788574,-4.3656487464904785,3.1875579357147217,0.5615878105163574,-6.8082075119018555,2.3702433109283447,8.208011627197266,-3.028219223022461,-6.052262783050537,-2.6050076484680176,0.32979896664619446,-0.7467028498649597,-0.41561418771743774,-0.8178203701972961,1.6108044385910034,0.5189582109451294,3.5804941654205322,-2.2339601516723633,2.2371644973754883,-1.1921443939208984,0.6273527,0.6180191
