epoch,W1_1_1,W1_1_2,W1_1_3,W1_1_4,W1_1_5,W1_1_6,W1_1_7,W1_1_8,W1_1_9,W1_1_10,W1_1_11,W1_1_12,W1_1_13,W1_1_14,W1_1_15,W1_1_16,W1_1_17,W1_1_18,W1_1_19,W1_1_20,W1_1_21,W1_1_22,W1_1_23,W1_1_24,W1_1_25,W1_1_26,W1_1_27,W1_1_28,W1_1_29,W1_1_30,W1_1_31,W1_1_32,W1_1_33,W1_1_34,W1_1_35,W1_1_36,W1_1_37,W1_1_38,W1_1_39,W1_1_40,W1_1_41,W1_1_42,b1_1,W2_1_1,b2_1,W3_1_1,b3_1,Wout_1_1,bout_1,training_acc,testing_acc
10,0.25107529759407043,-0.19280003011226654,-0.18596228957176208,-0.3432801067829132,0.19651079177856445,-0.30717411637306213,-0.22347387671470642,-0.20083308219909668,0.01615501567721367,-0.3733064532279968,-0.4042370021343231,0.24409320950508118,0.03235903009772301,-0.43836840987205505,-0.40791186690330505,-0.06873059272766113,-0.15004625916481018,0.20509834587574005,0.07823686301708221,-0.03213810548186302,-0.25904178619384766,0.06423158198595047,-0.07163252681493759,-0.22568009793758392,-0.18110963702201843,-0.17510245740413666,0.404512494802475,0.35901156067848206,-0.18779687583446503,-0.37525731325149536,0.25438985228538513,0.20033325254917145,0.20680515468120575,0.326850950717926,0.2940443456172943,-0.12720456719398499,0.3236803710460663,-0.29802557826042175,-0.1678970605134964,-0.31536781787872314,-0.20915700495243073,-0.050850626081228256,0.9682086706161499,1.2845916748046875,0.9776895642280579,-1.594208002090454,-2.2510151863098145,0.38558802008628845,-0.43352147936820984,0.49976316,0.5029312
11,0.2466435581445694,-0.21018175780773163,-0.19786931574344635,-0.3511200249195099,0.16703754663467407,-0.32459110021591187,-0.23962651193141937,-0.2263050675392151,0.008107667788863182,-0.3896109461784363,-0.4271109998226166,0.2338767796754837,0.02575923316180706,-0.45807671546936035,-0.428946852684021,-0.08752874284982681,-0.1500161588191986,0.19797000288963318,0.06773234903812408,-0.03689318150281906,-0.2594963312149048,0.0610458105802536,-0.06287694722414017,-0.2209431380033493,-0.1819787174463272,-0.15704871714115143,0.4106411933898926,0.3704434335231781,-0.1752462536096573,-0.3840666115283966,0.259416401386261,0.2142777442932129,0.20616820454597473,0.31950119137763977,0.3047509789466858,-0.10801258683204651,0.33195850253105164,-0.2980908751487732,-0.161080002784729,-0.3085756301879883,-0.20420360565185547,-0.05125271528959274,0.9529815912246704,1.3007515668869019,0.9492588043212891,-1.6246639490127563,-2.2563416957855225,0.45780149102211,-0.43517419695854187,0.49976316,0.5029312
12,0.24058249592781067,-0.23289716243743896,-0.21335646510124207,-0.3614795506000519,0.1288633644580841,-0.34738099575042725,-0.2605026960372925,-0.2594711482524872,-0.0029052337631583214,-0.41092076897621155,-0.45677468180656433,0.22029776871204376,0.01673400215804577,-0.4836859107017517,-0.45596012473106384,-0.11210697889328003,-0.14998288452625275,0.1886887550354004,0.054150648415088654,-0.04306560009717941,-0.2601478695869446,0.05658821761608124,-0.05226384103298187,-0.21535177528858185,-0.18360298871994019,-0.13453960418701172,0.41791385412216187,0.3847086429595947,-0.1599041074514389,-0.3960675895214081,0.26534953713417053,0.23155201971530914,0.20480751991271973,0.3094567060470581,0.31788381934165955,-0.0838419497013092,0.34203043580055237,-0.2981744408607483,-0.15263815224170685,-0.30013182759284973,-0.19807258248329163,-0.05186309665441513,0.9322144985198975,1.3233201503753662,0.9043633937835693,-1.6538009643554688,-2.2461764812469482,0.5492910146713257,-0.43755364418029785,0.49976316,0.5029312
13,0.2323256880044937,-0.2637504041194916,-0.23421332240104675,-0.3753162622451782,0.07691198587417603,-0.378486692905426,-0.288796067237854,-0.3045818507671356,-0.017830075696110725,-0.4397822916507721,-0.4970940351486206,0.20179033279418945,0.004564512055367231,-0.5184298157691956,-0.49252116680145264,-0.1456037163734436,-0.14994429051876068,0.17607523500919342,0.035761576145887375,-0.051465149968862534,-0.26096951961517334,0.05056577920913696,-0.03779880702495575,-0.20781002938747406,-0.1859053671360016,-0.10382705926895142,0.4277559816837311,0.40413597226142883,-0.13898223638534546,-0.4124240577220917,0.27342650294303894,0.2551122009754181,0.20284627377986908,0.2957453727722168,0.33570826053619385,-0.0509868748486042,0.35587093234062195,-0.2982918918132782,-0.1411319375038147,-0.2886788249015808,-0.18974868953227997,-0.052696943283081055,0.9038944244384766,1.3590046167373657,0.8295323848724365,-1.6828898191452026,-2.2093734741210938,0.6729989051818848,-0.4414221942424774,0.49976316,0.5029312
14,0.22128239274024963,-0.3085211217403412,-0.2639673352241516,-0.39394980669021606,-0.00017283197666984051,-0.4241512417793274,-0.33050885796546936,-0.37078601121902466,-0.03742295876145363,-0.481332391500473,-0.5566224455833435,0.17556510865688324,-0.01117329578846693,-0.5692225098609924,-0.5468122363090515,-0.19463248550891876,-0.1498941034078598,0.15762892365455627,0.008768672123551369,-0.06388474255800247,-0.2616734206676483,0.04309677332639694,-0.013447072356939316,-0.19482645392417908,-0.18784065544605255,-0.05445031821727753,0.4447692334651947,0.43508511781692505,-0.10419769585132599,-0.4345534145832062,0.28763115406036377,0.29339203238487244,0.20156681537628174,0.27724045515060425,0.3648621439933777,0.00027886504540219903,0.3795302212238312,-0.2984604239463806,-0.12244803458452225,-0.27050185203552246,-0.17637647688388824,-0.053607601672410965,0.8656104803085327,1.4266431331634521,0.6885597705841064,-1.7157198190689087,-2.114170551300049,0.8604140281677246,-0.44922831654548645,0.49976316,0.5029312
15,0.20823583006858826,-0.38733866810798645,-0.31385934352874756,-0.41889309883117676,-0.14534991979599,-0.5064516663551331,-0.4086282253265381,-0.49154573678970337,-0.05888955667614937,-0.5528604388237,-0.6674537062644958,0.1341562569141388,-0.027569739148020744,-0.6606806516647339,-0.6505436897277832,-0.282490611076355,-0.14986737072467804,0.12452998012304306,-0.040835749357938766,-0.08702869713306427,-0.2598364055156708,0.03786620870232582,0.04959878325462341,-0.15943507850170135,-0.1825847625732422,0.06199868023395538,0.49230891466140747,0.5059641599655151,-0.01600605994462967,-0.46354830265045166,0.3277265131473541,0.38571399450302124,0.21011891961097717,0.25376302003860474,0.4365954101085663,0.11239592730998993,0.44246819615364075,-0.2988046705722809,-0.07733633369207382,-0.2292037010192871,-0.14480634033679962,-0.053412552922964096,0.8165015578269958,1.6152310371398926,0.3193875551223755,-1.7809526920318604,-1.8085689544677734,1.239188313484192,-0.47683829069137573,0.49976316,0.5029312
16,1.2371423244476318,-0.9163382053375244,-0.2956225275993347,0.5200603604316711,-2.001194953918457,-1.6809264421463013,-1.3574600219726562,-1.5819737911224365,0.6899393796920776,-0.5737232565879822,-1.8291059732437134,0.029095809906721115,1.2322026491165161,-1.28929603099823,-1.8245749473571777,-0.6428970694541931,-0.14821714162826538,-0.171216681599617,-0.40835437178611755,-0.3592698276042938,0.18616347014904022,-0.7823668122291565,0.9381241202354431,0.0907684937119484,-0.8856016993522644,2.3000898361206055,1.6401671171188354,1.5636147260665894,1.516251564025879,-1.4737402200698853,0.4122028648853302,1.742271065711975,0.21743273735046387,-1.2884366512298584,1.219131588935852,2.245471239089966,1.0176613330841064,-0.30813753604888916,0.8489862084388733,0.3919045329093933,0.5457054376602173,-0.26552557945251465,0.2551783621311188,4.455472469329834,-2.3301568031311035,-4.00043249130249,0.5659887790679932,2.781705141067505,-0.9366275072097778,0.5933737,0.5853132
17,2.99002742767334,-1.4683669805526733,-0.5601457357406616,1.879737377166748,-3.7768609523773193,-2.2924842834472656,-1.9888838529586792,-2.0222885608673096,1.760595440864563,-0.44238612055778503,-3.107731819152832,0.8878635168075562,3.780811071395874,-1.6803032159805298,-2.9148619174957275,-0.9840596318244934,-0.12695913016796112,-0.2883080244064331,-0.314134418964386,-0.6931827664375305,1.1029291152954102,-2.554624557495117,1.6739317178726196,0.3390265107154846,-2.011918544769287,4.195169925689697,2.085878849029541,2.0067343711853027,2.586686849594116,-2.2048816680908203,0.08924208581447601,3.088240146636963,-0.6551158428192139,-3.927598476409912,1.6860662698745728,3.4851365089416504,1.2214683294296265,-0.3138761818408966,0.9711270928382874,0.522077739238739,0.5854259729385376,-0.6416661143302917,-0.20155560970306396,4.85944128036499,-2.9068918228149414,-4.605213165283203,0.8850138783454895,2.4477062225341797,-1.0263551473617554,0.6208461,0.6146251
18,3.813185691833496,-1.9131245613098145,-0.8158076405525208,2.529003381729126,-4.560922145843506,-2.6929898262023926,-2.247116804122925,-2.3151087760925293,2.0501749515533447,-0.5747706294059753,-3.972040891647339,1.3487917184829712,4.781370639801025,-1.8816136121749878,-3.2783453464508057,-1.2587664127349854,-0.09894228726625443,-0.18082277476787567,-0.24534417688846588,-0.9149355292320251,1.7105759382247925,-3.3430163860321045,2.1620826721191406,0.46942779421806335,-2.4897420406341553,4.97733736038208,2.3466603755950928,2.317110538482666,3.165067434310913,-2.4427692890167236,-0.07841481268405914,3.8311398029327393,-1.0212047100067139,-4.956685543060303,1.9104516506195068,3.988939046859741,1.4709116220474243,-0.2968131899833679,0.9455654621124268,0.5941287875175476,0.6003106832504272,-0.8657962083816528,-0.2061946988105774,4.474563121795654,-2.800974130630493,-4.7162861824035645,0.8937875628471375,2.490319013595581,-1.0522303581237793,0.6226909,0.61616784
19,4.412744045257568,-2.2363064289093018,-1.01380455493927,3.007032632827759,-5.052549362182617,-2.9895567893981934,-2.378521203994751,-2.5171680450439453,2.190185070037842,-0.6545711159706116,-4.589627742767334,1.6930437088012695,5.353405475616455,-2.0343456268310547,-3.53389573097229,-1.4022693634033203,-0.07754583656787872,-0.05301136150956154,-0.26258349418640137,-1.1210342645645142,2.1242148876190186,-3.8266329765319824,2.4920759201049805,0.5646523237228394,-2.8300793170928955,5.458942890167236,2.5407066345214844,2.484638214111328,3.526287794113159,-2.6359500885009766,-0.2080753743648529,4.342559337615967,-1.2569180727005005,-5.57974910736084,2.0480246543884277,4.343387126922607,1.6761107444763184,-0.28397688269615173,0.9407714605331421,0.6070567965507507,0.6188095211982727,-0.9876521825790405,-0.19891124963760376,4.201749324798584,-2.6596007347106934,-4.809688091278076,0.9168652296066284,2.5089266300201416,-1.0580027103424072,0.62386256,0.617402
20,4.868775367736816,-2.485727071762085,-1.1964563131332397,3.3764898777008057,-5.4250946044921875,-3.212198257446289,-2.4636142253875732,-2.6579747200012207,2.27384352684021,-0.6726728677749634,-5.073775291442871,1.9782707691192627,5.75056791305542,-2.1578760147094727,-3.7165699005126953,-1.5123975276947021,-0.06186285242438316,0.07608068734407425,-0.2927192449569702,-1.2988446950912476,2.435243606567383,-4.19565486907959,2.7414066791534424,0.6368198990821838,-3.0983197689056396,5.810620307922363,2.699232578277588,2.5983169078826904,3.762540340423584,-2.77565598487854,-0.2871759235858917,4.724874973297119,-1.4254761934280396,-6.020299911499023,2.1731367111206055,4.625304222106934,1.8241078853607178,-0.27632734179496765,0.9560771584510803,0.6072692275047302,0.6329917311668396,-1.0746413469314575,-0.19718694686889648,4.039380073547363,-2.5633087158203125,-4.881884574890137,0.9456369280815125,2.503119707107544,-1.0577555894851685,0.624062,0.61616784
21,5.234918117523193,-2.6917710304260254,-1.3583598136901855,3.6771950721740723,-5.719187259674072,-3.393136739730835,-2.53544545173645,-2.7591352462768555,2.341853141784668,-0.6577606201171875,-5.46292781829834,2.211244821548462,6.054996490478516,-2.2606074810028076,-3.8673183917999268,-1.6092449426651,-0.04980558902025223,0.18899862468242645,-0.3328150808811188,-1.4623761177062988,2.6907286643981934,-4.486076831817627,2.9415886402130127,0.7018364667892456,-3.3124167919158936,6.078596115112305,2.8335695266723633,2.6785173416137695,3.9291751384735107,-2.886505603790283,-0.3359694480895996,5.031776428222656,-1.5530924797058105,-6.364720821380615,2.287928342819214,4.852445125579834,1.9428551197052002,-0.27170315384864807,0.9694541692733765,0.6050680875778198,0.6422051787376404,-1.1471436023712158,-0.19670306146144867,3.933734893798828,-2.503000497817993,-4.931732177734375,0.9650253057479858,2.493699312210083,-1.0565111637115479,0.6242116,0.6152422
22,5.539568901062012,-2.8696632385253906,-1.4980826377868652,3.934143304824829,-5.9587016105651855,-3.545933961868286,-2.603581666946411,-2.8322315216064453,2.406029462814331,-0.6302667856216431,-5.783328533172607,2.4035019874572754,6.299726963043213,-2.346651315689087,-3.9993233680725098,-1.6987770795822144,-0.04030976444482803,0.2885332703590393,-0.37532925605773926,-1.6143583059310913,2.9097061157226562,-4.722055912017822,3.1100425720214844,0.7631803154945374,-3.489208221435547,6.285602569580078,2.9506895542144775,2.7426490783691406,4.054738998413086,-2.977362632751465,-0.36478370428085327,5.285710334777832,-1.6513231992721558,-6.649543285369873,2.3880536556243896,5.041643142700195,2.037806510925293,-0.2688983678817749,0.974579930305481,0.5987484455108643,0.6476355791091919,-1.21051824092865,-0.19679097831249237,3.858064889907837,-2.4627907276153564,-4.96608829498291,0.9750685095787048,2.486557960510254,-1.0549591779708862,0.6241368,0.6158593
23,5.8005242347717285,-3.026884078979492,-1.6193454265594482,4.161453723907471,-6.1578145027160645,-3.6769890785217285,-2.669564962387085,-2.886577844619751,2.4669132232666016,-0.5998083353042603,-6.052826404571533,2.5647904872894287,6.502253532409668,-2.419556140899658,-4.116165637969971,-1.7816187143325806,-0.03281446918845177,0.37891921401023865,-0.41619908809661865,-1.7552615404129028,3.1025185585021973,-4.918532371520996,3.256939649581909,0.8198389410972595,-3.640475034713745,6.448627948760986,3.05481219291687,2.799645185470581,4.15306282043457,-3.052558660507202,-0.3806573152542114,5.499784469604492,-1.7274192571640015,-6.891998767852783,2.474670648574829,5.203630447387695,2.1134908199310303,-0.2672872543334961,0.9728508591651917,0.5886192321777344,0.6524431109428406,-1.2662447690963745,-0.1987583190202713,3.800757646560669,-2.4338104724884033,-4.991044044494629,0.9792889952659607,2.4818077087402344,-1.0530811548233032,0.6244609,0.6152422
24,6.030279636383057,-3.167346954345703,-1.7265300750732422,4.367612838745117,-6.325618267059326,-3.789632558822632,-2.7331905364990234,-2.9289510250091553,2.5238819122314453,-0.5704192519187927,-6.283522129058838,2.702209949493408,6.673112869262695,-2.482133150100708,-4.219531059265137,-1.8579243421554565,-0.026944896206259727,0.462525874376297,-0.45422765612602234,-1.8856632709503174,3.2758114337921143,-5.084574222564697,3.3882203102111816,0.8709297180175781,-3.7730607986450195,6.580012321472168,3.147980213165283,2.852922201156616,4.231249809265137,-3.1160948276519775,-0.38749319314956665,5.683052062988281,-1.7869536876678467,-7.101554870605469,2.5498275756835938,5.34507417678833,2.1743056774139404,-0.2665261924266815,0.9655342698097229,0.5758392214775085,0.658223032951355,-1.3152674436569214,-0.20336438715457916,3.755999803543091,-2.411686897277832,-5.010353088378906,0.9804737567901611,2.478625774383545,-1.0509477853775024,0.6241867,0.6143166
25,6.237555503845215,-3.293503761291504,-1.8231549263000488,4.557718276977539,-6.4686784744262695,-3.88622784614563,-2.79378342628479,-2.9637722969055176,2.5772228240966797,-0.5436655879020691,-6.4839253425598145,2.8201777935028076,6.819010257720947,-2.5370497703552246,-4.31016731262207,-1.928193211555481,-0.022422868758440018,0.5400806069374084,-0.4893960952758789,-2.0063884258270264,3.433814525604248,-5.226369380950928,3.5075109004974365,0.9167467355728149,-3.8911728858947754,6.688573360443115,3.2311267852783203,2.903388023376465,4.2936482429504395,-3.171187400817871,-0.38777151703834534,5.84246826171875,-1.8346043825149536,-7.284421920776367,2.615602970123291,5.4703898429870605,2.224252700805664,-0.2664015293121338,0.9531479477882385,0.5611703395843506,0.665065348148346,-1.3587501049041748,-0.2105049043893814,3.720392942428589,-2.3942711353302,-5.0261969566345215,0.9803526997566223,2.4762630462646484,-1.0486935377120972,0.6241368,0.6136995
26,6.428003787994385,-3.4073331356048584,-1.911827802658081,4.734573841094971,-6.592622756958008,-3.969480514526367,-2.850529193878174,-2.9941513538360596,2.6283886432647705,-0.5202928185462952,-6.660519123077393,2.921457052230835,6.944687366485596,-2.5865907669067383,-4.388065338134766,-1.9929107427597046,-0.019048556685447693,0.6118166446685791,-0.5216496586799622,-2.118072032928467,3.578886032104492,-5.348540782928467,3.616922616958618,0.9585217237472534,-3.9975669384002686,6.78046178817749,3.305283546447754,2.9509260654449463,4.343319416046143,-3.2197105884552,-0.3836088478565216,5.983343601226807,-1.8738094568252563,-7.4450531005859375,2.673936605453491,5.5826544761657715,2.2666616439819336,-0.26678934693336487,0.936151385307312,0.5450921654701233,0.6727764010429382,-1.3977316617965698,-0.2195172905921936,3.691633462905884,-2.3804256916046143,-5.039605617523193,0.9798815250396729,2.4742414951324463,-1.0464180707931519,0.6242116,0.6133909
27,6.605081081390381,-3.5104715824127197,-1.9943658113479614,4.8992743492126465,-6.701927185058594,-4.0418500900268555,-2.9034616947174072,-3.022138833999634,2.6786537170410156,-0.500973641872406,-6.817637920379639,3.008390426635742,7.053988933563232,-2.631904125213623,-4.453544616699219,-2.0526175498962402,-0.01667873188853264,0.677848219871521,-0.5509308576583862,-2.221088409423828,3.712198495864868,-5.454765796661377,3.717670202255249,0.9974796175956726,-4.094217777252197,6.859785079956055,3.3719239234924316,2.995312213897705,4.382636547088623,-3.262714147567749,-0.37722891569137573,6.109996318817139,-1.90651535987854,-7.586981773376465,2.7263407707214355,5.684030532836914,2.3039863109588623,-0.2675623893737793,0.9147980213165283,0.5282414555549622,0.6813844442367554,-1.4330368041992188,-0.22988027334213257,3.6679413318634033,-2.3692941665649414,-5.051198482513428,0.9793672561645508,2.4724409580230713,-1.0441633462905884,0.62438613,0.6136995
