epoch,Wout_1,Wout_2,Wout_3,Wout_4,Wout_5,Wout_6,Wout_7,Wout_8,Wout_9,Wout_10,Wout_11,Wout_12,Wout_13,Wout_14,Wout_15,Wout_16,Wout_17,Wout_18,Wout_19,Wout_20,Wout_21,Wout_22,Wout_23,Wout_24,Wout_25,Wout_26,Wout_27,Wout_28,Wout_29,Wout_30,Wout_31,Wout_32,Wout_33,Wout_34,Wout_35,Wout_36,Wout_37,Wout_38,Wout_39,Wout_40,Wout_41,Wout_42,bout_1,training_acc,testing_acc
10,-2.8110647201538086,1.1022818088531494,0.9531216025352478,-2.0802807807922363,1.9659216403961182,1.3633400201797485,0.8992236852645874,1.1903316974639893,-1.0929089784622192,0.416695237159729,2.4397687911987305,-1.2059533596038818,-2.211151123046875,0.858230710029602,1.1687551736831665,0.35012805461883545,-0.40922126173973083,-0.2942025065422058,0.1256406158208847,0.5754333734512329,-1.2547646760940552,1.8534893989562988,-1.2903082370758057,-0.5366609692573547,1.7413554191589355,-2.3095433712005615,-1.1311845779418945,-0.6612926721572876,-1.2411311864852905,1.0009946823120117,-0.06228984519839287,-2.12227201461792,1.0555692911148071,2.524514675140381,-0.9376888275146484,-1.763179063796997,-0.73133385181427,0.03496914729475975,-0.47155526280403137,0.22592203319072723,-0.39477989077568054,0.5181044936180115,0.36795446276664734,0.6369506,0.63653195
11,-2.8110196590423584,1.1023247241973877,0.9531322717666626,-2.080263614654541,1.9659345149993896,1.3633334636688232,0.8992043137550354,1.190327763557434,-1.0928877592086792,0.41665929555892944,2.4397950172424316,-1.2059727907180786,-2.2111899852752686,0.8581766486167908,1.168775200843811,0.35012421011924744,-0.4241204261779785,-0.29422029852867126,0.12559805810451508,0.5754684805870056,-1.254699945449829,1.8534705638885498,-1.290309190750122,-0.5366503596305847,1.7413005828857422,-2.309567451477051,-1.1311454772949219,-0.6612827181816101,-1.2411291599273682,1.0009828805923462,-0.0623021125793457,-2.1222667694091797,1.055532455444336,2.5245978832244873,-0.9376747608184814,-1.7632029056549072,-0.7312943935394287,0.05645288899540901,-0.4715408384799957,0.22592754662036896,-0.3948063254356384,0.517937958240509,0.3679443895816803,0.6369506,0.63653195
12,-2.8109729290008545,1.1023696660995483,0.9531505703926086,-2.080251932144165,1.965938925743103,1.3633369207382202,0.8991847634315491,1.1903287172317505,-1.092875361442566,0.41662245988845825,2.4398298263549805,-1.2059985399246216,-2.211229085922241,0.8581318855285645,1.1687874794006348,0.3501170873641968,-0.4378173053264618,-0.2942359447479248,0.12555663287639618,0.5754944682121277,-1.2546392679214478,1.8534471988677979,-1.290299654006958,-0.5366304516792297,1.7412407398223877,-2.309588670730591,-1.1311031579971313,-0.6612783670425415,-1.2411384582519531,1.000970482826233,-0.06231012940406799,-2.122265100479126,1.0554980039596558,2.524667978286743,-0.9376572370529175,-1.7632179260253906,-0.7312511205673218,0.07642210274934769,-0.4715299606323242,0.22593453526496887,-0.394831120967865,0.5177836418151855,0.36793607473373413,0.6369506,0.63653195
13,-2.8109352588653564,1.1024055480957031,0.9531490802764893,-2.0802230834960938,1.9659514427185059,1.363338828086853,0.8991696238517761,1.1903228759765625,-1.0928553342819214,0.4165894389152527,2.4398465156555176,-1.2060248851776123,-2.2112581729888916,0.8580860495567322,1.1688061952590942,0.3501160442829132,-0.4504101574420929,-0.29424914717674255,0.12551888823509216,0.5755223035812378,-1.2545826435089111,1.8534386157989502,-1.290295124053955,-0.5366127490997314,1.7411863803863525,-2.3096115589141846,-1.1310676336288452,-0.6612712144851685,-1.2411397695541382,1.0009585618972778,-0.06231796741485596,-2.1222622394561768,1.0554670095443726,2.5247316360473633,-0.9376460313796997,-1.7632391452789307,-0.7312175035476685,0.0949850082397461,-0.47151872515678406,0.22594086825847626,-0.39485400915145874,0.5176414847373962,0.36792701482772827,0.6369506,0.63653195
14,-2.8108956813812256,1.1024373769760132,0.953155517578125,-2.080209493637085,1.9659578800201416,1.3633421659469604,0.8991504907608032,1.1903254985809326,-1.092842698097229,0.4165596663951874,2.4398727416992188,-1.206049919128418,-2.211287021636963,0.8580430746078491,1.1688213348388672,0.3501136004924774,-0.4619938135147095,-0.29426342248916626,0.12548427283763885,0.5755439400672913,-1.2545347213745117,1.8534080982208252,-1.2902919054031372,-0.536602795124054,1.7411439418792725,-2.3096275329589844,-1.1310456991195679,-0.6612644195556641,-1.2411417961120605,1.0009516477584839,-0.06232714280486107,-2.122253894805908,1.055444359779358,2.524787187576294,-0.9376308917999268,-1.7632598876953125,-0.7311742305755615,0.1122429370880127,-0.4715089797973633,0.22594809532165527,-0.39487528800964355,0.5175089240074158,0.3679210841655731,0.6369506,0.63653195
15,-2.8108561038970947,1.1024705171585083,0.9531610012054443,-2.080193042755127,1.9659667015075684,1.363345742225647,0.8991326689720154,1.1903220415115356,-1.0928277969360352,0.41653260588645935,2.4398915767669678,-1.2060717344284058,-2.211313486099243,0.8580055236816406,1.1688424348831177,0.35010984539985657,-0.47264599800109863,-0.29427510499954224,0.12544968724250793,0.5755631327629089,-1.2544876337051392,1.8533985614776611,-1.2902864217758179,-0.5365846753120422,1.7410959005355835,-2.309645175933838,-1.1310129165649414,-0.6612603664398193,-1.2411439418792725,1.0009442567825317,-0.062331054359674454,-2.1222574710845947,1.0554143190383911,2.524840831756592,-0.9376176595687866,-1.763278841972351,-0.7311471700668335,0.12828905880451202,-0.4715011715888977,0.22595347464084625,-0.39489418268203735,0.5173859596252441,0.3679118752479553,0.6369506,0.63653195
16,-2.8108232021331787,1.102496862411499,0.9531707763671875,-2.080177068710327,1.9659764766693115,1.3633439540863037,0.8991209268569946,1.1903183460235596,-1.0928128957748413,0.4165036380290985,2.4399237632751465,-1.2060905694961548,-2.211348056793213,0.8579694628715515,1.1688586473464966,0.35010647773742676,-0.482440322637558,-0.29428544640541077,0.12541992962360382,0.57558274269104,-1.2544487714767456,1.8533806800842285,-1.2902836799621582,-0.5365782380104065,1.741060733795166,-2.3096680641174316,-1.1309802532196045,-0.6612565517425537,-1.2411473989486694,1.0009325742721558,-0.062337663024663925,-2.1222503185272217,1.0553836822509766,2.524895191192627,-0.9376062750816345,-1.7632908821105957,-0.7311146855354309,0.14320994913578033,-0.47149136662483215,0.22595654428005219,-0.39491212368011475,0.5172697901725769,0.36790743470191956,0.6369257,0.63653195
17,-2.8108038902282715,1.102523922920227,0.9531725645065308,-2.0801663398742676,1.9659833908081055,1.363344430923462,0.8991087675094604,1.1903194189071655,-1.0927996635437012,0.4164802134037018,2.439939022064209,-1.206110954284668,-2.2113661766052246,0.8579404354095459,1.1688686609268188,0.3501034677028656,-0.49144962430000305,-0.2942951023578644,0.12539124488830566,0.5755965709686279,-1.254409670829773,1.853368878364563,-1.290282130241394,-0.536563515663147,1.7410176992416382,-2.309680938720703,-1.1309573650360107,-0.6612499952316284,-1.2411476373672485,1.0009245872497559,-0.06234598532319069,-2.1222476959228516,1.0553635358810425,2.524942636489868,-0.9375931620597839,-1.7633099555969238,-0.7310875654220581,0.15708637237548828,-0.47148260474205017,0.2259630709886551,-0.3949297070503235,0.5171607136726379,0.36790287494659424,0.6369257,0.63653195
18,-2.8107750415802,1.1025530099868774,0.9531858563423157,-2.080165147781372,1.9659892320632935,1.3633472919464111,0.899095892906189,1.1903150081634521,-1.0927914381027222,0.4164581000804901,2.4399635791778564,-1.2061306238174438,-2.2113852500915527,0.8579105138778687,1.1688803434371948,0.3500993847846985,-0.4997364580631256,-0.29430386424064636,0.125366672873497,0.5756117105484009,-1.2543774843215942,1.8533549308776855,-1.2902811765670776,-0.5365528464317322,1.7409838438034058,-2.3096961975097656,-1.1309367418289185,-0.6612491607666016,-1.2411445379257202,1.0009187459945679,-0.06235198304057121,-2.1222448348999023,1.0553455352783203,2.52498722076416,-0.9375811219215393,-1.7633219957351685,-0.7310623526573181,0.16999147832393646,-0.4714759290218353,0.22596685588359833,-0.3949436843395233,0.5170629620552063,0.36789506673812866,0.6369506,0.63653195
19,-2.8107526302337646,1.10257089138031,0.9531887173652649,-2.080148935317993,1.9659961462020874,1.3633458614349365,0.8990839123725891,1.1903223991394043,-1.0927815437316895,0.41643884778022766,2.439967393875122,-1.2061454057693481,-2.21140456199646,0.8578842878341675,1.1688916683197021,0.35009849071502686,-0.5073591470718384,-0.29431143403053284,0.12534236907958984,0.5756288766860962,-1.25434148311615,1.8533493280410767,-1.290274977684021,-0.5365409255027771,1.7409491539001465,-2.3097071647644043,-1.1309057474136353,-0.6612437963485718,-1.2411487102508545,1.0009081363677979,-0.06235605478286743,-2.122239828109741,1.0553174018859863,2.525026559829712,-0.9375734925270081,-1.7633346319198608,-0.7310423851013184,0.18199464678764343,-0.47146856784820557,0.22597049176692963,-0.3949582278728485,0.516970694065094,0.3678894340991974,0.6369506,0.63653195
20,-2.8107264041900635,1.1025943756103516,0.9531940221786499,-2.080137014389038,1.965993881225586,1.3633551597595215,0.8990725874900818,1.1903141736984253,-1.0927700996398926,0.41641944646835327,2.4399869441986084,-1.20616614818573,-2.211421489715576,0.8578587770462036,1.1689053773880005,0.3500935733318329,-0.5143702626228333,-0.2943214178085327,0.12531810998916626,0.5756445527076721,-1.2543092966079712,1.8533358573913574,-1.2902746200561523,-0.5365331172943115,1.7409213781356812,-2.3097212314605713,-1.1308825016021729,-0.6612398624420166,-1.2411495447158813,1.0009031295776367,-0.06235899031162262,-2.122243642807007,1.055297613143921,2.52506947517395,-0.9375633001327515,-1.7633476257324219,-0.7310203909873962,0.1931595504283905,-0.4714617431163788,0.2259741872549057,-0.3949708044528961,0.5168880820274353,0.36788398027420044,0.6369506,0.63653195
21,-2.810706377029419,1.1026133298873901,0.9531916975975037,-2.0801215171813965,1.9660048484802246,1.3633501529693604,0.899063766002655,1.1903116703033447,-1.092758059501648,0.41639822721481323,2.4400124549865723,-1.2061759233474731,-2.2114503383636475,0.8578324913978577,1.1689188480377197,0.35009387135505676,-0.5208186507225037,-0.29432862997055054,0.12529684603214264,0.5756569504737854,-1.2542790174484253,1.8533174991607666,-1.2902687788009644,-0.5365217328071594,1.7408883571624756,-2.309732437133789,-1.1308619976043701,-0.6612396836280823,-1.2411507368087769,1.0008964538574219,-0.062363140285015106,-2.1222400665283203,1.0552767515182495,2.525106430053711,-0.9375556707382202,-1.7633614540100098,-0.730995237827301,0.20354504883289337,-0.47145649790763855,0.22597886621952057,-0.39498335123062134,0.5168070793151855,0.367880254983902,0.6370005,0.63653195
22,-2.8106942176818848,1.1026358604431152,0.9531956911087036,-2.08011531829834,1.9660087823867798,1.36335289478302,0.8990535140037537,1.190312147140503,-1.0927518606185913,0.41638457775115967,2.44002103805542,-1.2061858177185059,-2.2114598751068115,0.857811450958252,1.1689252853393555,0.3500925302505493,-0.5267522931098938,-0.29433634877204895,0.12527815997600555,0.5756674408912659,-1.2542487382888794,1.8533074855804443,-1.2902687788009644,-0.5365121364593506,1.740859866142273,-2.3097476959228516,-1.1308470964431763,-0.6612343788146973,-1.2411551475524902,1.0008901357650757,-0.06236426532268524,-2.122237205505371,1.05526602268219,2.5251362323760986,-0.9375466108322144,-1.7633705139160156,-0.7309760451316833,0.2132069170475006,-0.4714502692222595,0.2259814292192459,-0.3949948251247406,0.5167334675788879,0.3678761124610901,0.6370005,0.63653195
23,-2.810676097869873,1.1026439666748047,0.9532002210617065,-2.080106735229492,1.9660108089447021,1.3633490800857544,0.8990457653999329,1.1903148889541626,-1.0927420854568481,0.41636788845062256,2.440028429031372,-1.20619797706604,-2.211470127105713,0.8577935099601746,1.1689341068267822,0.3500945568084717,-0.5322108864784241,-0.2943415939807892,0.12526069581508636,0.5756770968437195,-1.2542250156402588,1.8532973527908325,-1.2902679443359375,-0.5365048050880432,1.7408369779586792,-2.309752941131592,-1.130832314491272,-0.6612340807914734,-1.2411513328552246,1.0008857250213623,-0.062370240688323975,-2.1222383975982666,1.0552505254745483,2.5251715183258057,-0.93753981590271,-1.7633813619613647,-0.730959415435791,0.2221953272819519,-0.4714454412460327,0.22598618268966675,-0.3950034976005554,0.5166635513305664,0.36786970496177673,0.6370005,0.63653195
24,-2.810671091079712,1.1026651859283447,0.9532015323638916,-2.0800931453704834,1.9660167694091797,1.3633537292480469,0.8990392684936523,1.1903128623962402,-1.0927420854568481,0.41635480523109436,2.4400408267974854,-1.2062079906463623,-2.2114856243133545,0.8577737212181091,1.1689380407333374,0.3500964939594269,-0.5372340679168701,-0.2943496108055115,0.125245600938797,0.5756899118423462,-1.2541990280151367,1.8532905578613281,-1.2902597188949585,-0.5364949107170105,1.7408123016357422,-2.309765338897705,-1.1308135986328125,-0.6612293720245361,-1.241152286529541,1.0008776187896729,-0.06237415969371796,-2.1222314834594727,1.0552350282669067,2.5251948833465576,-0.9375313520431519,-1.7633939981460571,-0.7309455275535583,0.2305586040019989,-0.47144216299057007,0.22598856687545776,-0.39501458406448364,0.5166000127792358,0.3678670823574066,0.6370005,0.63653195
25,-2.8106513023376465,1.1026784181594849,0.953207790851593,-2.080089569091797,1.9660184383392334,1.3633618354797363,0.8990326523780823,1.1903076171875,-1.092731237411499,0.41634196043014526,2.4400534629821777,-1.2062265872955322,-2.211496353149414,0.8577609062194824,1.1689472198486328,0.35009312629699707,-0.5418551564216614,-0.2943563163280487,0.1252296417951584,0.5756989121437073,-1.2541778087615967,1.8532869815826416,-1.290266990661621,-0.536487340927124,1.7407914400100708,-2.3097782135009766,-1.1307998895645142,-0.6612274646759033,-1.241152048110962,1.0008738040924072,-0.06237690523266792,-2.122225522994995,1.0552202463150024,2.525218963623047,-0.9375237226486206,-1.763400673866272,-0.7309324741363525,0.23833926022052765,-0.4714365303516388,0.22599108517169952,-0.3950228691101074,0.5165395140647888,0.3678646683692932,0.6370005,0.63653195
26,-2.8106307983398438,1.1026899814605713,0.9532092809677124,-2.0800814628601074,1.9660226106643677,1.363358736038208,0.8990238904953003,1.1903094053268433,-1.0927236080169678,0.41632845997810364,2.440065622329712,-1.206234097480774,-2.211510419845581,0.8577433824539185,1.1689554452896118,0.35008758306503296,-0.5461076498031616,-0.29436051845550537,0.1252148598432541,0.575707733631134,-1.2541583776474,1.8532758951187134,-1.2902624607086182,-0.5364814400672913,1.740770697593689,-2.3097875118255615,-1.1307889223098755,-0.6612268686294556,-1.2411516904830933,1.0008665323257446,-0.062381550669670105,-2.122224807739258,1.0552107095718384,2.52524995803833,-0.9375165700912476,-1.7634061574935913,-0.7309163212776184,0.2455795705318451,-0.47143253684043884,0.22599226236343384,-0.39503157138824463,0.516484260559082,0.36786025762557983,0.6369755,0.63653195
27,-2.8106203079223633,1.102701187133789,0.9532127976417542,-2.080077886581421,1.9660252332687378,1.3633633852005005,0.8990179896354675,1.1903115510940552,-1.092721939086914,0.41631782054901123,2.4400737285614014,-1.2062464952468872,-2.211514949798584,0.8577239513397217,1.1689584255218506,0.3500896692276001,-0.5500203967094421,-0.29436618089675903,0.1252034604549408,0.5757173299789429,-1.2541404962539673,1.8532644510269165,-1.2902601957321167,-0.5364798903465271,1.74075448513031,-2.309788942337036,-1.1307767629623413,-0.6612259745597839,-1.2411514520645142,1.0008667707443237,-0.06238551065325737,-2.122223138809204,1.05519700050354,2.525273323059082,-0.9375103712081909,-1.7634133100509644,-0.7309049963951111,0.25231698155403137,-0.4714287221431732,0.2259945422410965,-0.3950391709804535,0.5164334177970886,0.3678557574748993,0.6369755,0.63653195
28,-2.810606002807617,1.102710485458374,0.9532145857810974,-2.0800673961639404,1.9660320281982422,1.3633610010147095,0.8990152478218079,1.190308690071106,-1.092714786529541,0.41630804538726807,2.44008207321167,-1.2062548398971558,-2.211531639099121,0.8577139973640442,1.1689679622650146,0.3500833213329315,-0.5536205172538757,-0.2943705916404724,0.1251891404390335,0.5757244825363159,-1.2541245222091675,1.8532625436782837,-1.2902592420578003,-0.536469042301178,1.7407358884811401,-2.309795618057251,-1.1307590007781982,-0.6612248420715332,-1.241153359413147,1.0008600950241089,-0.062385428696870804,-2.122225284576416,1.0551847219467163,2.525291919708252,-0.9375070929527283,-1.7634198665618896,-0.7308931350708008,0.2585870623588562,-0.47142496705055237,0.22599735856056213,-0.3950459063053131,0.5163868069648743,0.36785465478897095,0.6369755,0.63653195
29,-2.8105990886688232,1.1027228832244873,0.9532192945480347,-2.080066680908203,1.9660314321517944,1.3633636236190796,0.8990094661712646,1.1903083324432373,-1.0927059650421143,0.41629835963249207,2.440086603164673,-1.2062605619430542,-2.2115371227264404,0.8577014207839966,1.168974757194519,0.3500852882862091,-0.5569331645965576,-0.294373482465744,0.1251787394285202,0.5757288336753845,-1.2541077136993408,1.8532558679580688,-1.2902607917785645,-0.536466658115387,1.7407206296920776,-2.3098061084747314,-1.130751371383667,-0.6612218022346497,-1.2411531209945679,1.0008494853973389,-0.06238985061645508,-2.1222193241119385,1.05517578125,2.5253164768218994,-0.9375013709068298,-1.763429045677185,-0.7308831810951233,0.2644209861755371,-0.4714204668998718,0.22599957883358002,-0.3950527310371399,0.5163443684577942,0.36785298585891724,0.6369755,0.63653195
30,-2.810586929321289,1.1027278900146484,0.9532213807106018,-2.080064535140991,1.9660342931747437,1.3633582592010498,0.89900141954422,1.1903126239776611,-1.0927042961120605,0.41628968715667725,2.4401073455810547,-1.2062667608261108,-2.2115542888641357,0.8576929569244385,1.1689813137054443,0.3500816822052002,-0.5599817037582397,-0.2943778336048126,0.1251678615808487,0.5757348537445068,-1.2540956735610962,1.8532432317733765,-1.2902594804763794,-0.53645920753479,1.7407026290893555,-2.309812545776367,-1.130739688873291,-0.6612182259559631,-1.2411569356918335,1.000852108001709,-0.06238941103219986,-2.1222212314605713,1.0551639795303345,2.5253355503082275,-0.9374938607215881,-1.763436198234558,-0.7308689951896667,0.26985079050064087,-0.471418172121048,0.22600281238555908,-0.395057737827301,0.5163023471832275,0.3678518831729889,0.6369755,0.63653195
31,-2.8105764389038086,1.1027381420135498,0.9532230496406555,-2.0800564289093018,1.9660391807556152,1.3633570671081543,0.898997962474823,1.1903122663497925,-1.092700719833374,0.4162829518318176,2.4401051998138428,-1.2062681913375854,-2.211564302444458,0.8576810956001282,1.1689825057983398,0.3500797152519226,-0.5627862811088562,-0.2943820357322693,0.12515918910503387,0.5757408142089844,-1.2540807723999023,1.8532321453094482,-1.2902538776397705,-0.5364553928375244,1.740691065788269,-2.3098180294036865,-1.1307283639907837,-0.6612176299095154,-1.2411513328552246,1.0008465051651,-0.06239049881696701,-2.122220754623413,1.0551563501358032,2.5253515243530273,-0.9374879002571106,-1.7634409666061401,-0.7308597564697266,0.2749042212963104,-0.47141557931900024,0.22600188851356506,-0.3950638473033905,0.5162630677223206,0.36784714460372925,0.6369755,0.63653195
