epoch,W1_1_1,W1_1_2,W1_1_3,W1_1_4,W1_1_5,W1_1_6,W1_1_7,W1_1_8,W1_1_9,W1_1_10,W1_1_11,W1_1_12,W1_1_13,W1_1_14,W1_1_15,W1_1_16,W1_1_17,W1_1_18,W1_1_19,W1_1_20,W1_1_21,W1_1_22,W1_1_23,W1_1_24,W1_1_25,W1_1_26,W1_1_27,W1_1_28,W1_1_29,W1_1_30,W1_1_31,W1_1_32,W1_1_33,W1_1_34,W1_1_35,W1_1_36,W1_1_37,W1_1_38,W1_1_39,W1_1_40,W1_1_41,W1_1_42,b1_1,Wout_1_1,bout_1,training_acc,testing_acc
31,-6.706125259399414,3.513918399810791,2.944967746734619,-5.929391384124756,5.8700480461120605,4.391729831695557,2.7200114727020264,2.8886375427246094,-2.844395399093628,0.8112275004386902,6.5464348793029785,-3.5124268531799316,-6.534976959228516,2.7414498329162598,4.081081390380859,2.171119213104248,-0.4447666108608246,-1.028792142868042,0.5498212575912476,2.5501508712768555,-4.052130699157715,5.627103328704834,-3.431346893310547,-1.632423996925354,4.745623588562012,-6.665364742279053,-3.6164634227752686,-2.4575917720794678,-3.9349560737609863,2.6720263957977295,0.28165408968925476,-6.0312180519104,2.2099015712738037,7.2506303787231445,-2.6541659832000732,-5.196335315704346,-2.251319169998169,0.10223647952079773,-0.7617349028587341,-0.34220847487449646,-0.6089906096458435,1.3316941261291504,0.34836721420288086,1.8501735925674438,-1.1058276891708374,0.62810063,0.61616784
32,-6.712716579437256,3.519688367843628,2.959402561187744,-5.9456353187561035,5.873940467834473,4.40261697769165,2.723318099975586,2.8897836208343506,-2.848515033721924,0.8135955929756165,6.552297115325928,-3.52247953414917,-6.538963794708252,2.745086908340454,4.084222316741943,2.1723215579986572,-0.44851019978523254,-1.0371578931808472,0.5505498647689819,2.562950611114502,-4.060481071472168,5.633224010467529,-3.436577081680298,-1.6399654150009155,4.756047248840332,-6.670582294464111,-3.623323440551758,-2.4600179195404053,-3.936567544937134,2.6746885776519775,0.28136157989501953,-6.036683559417725,2.215669870376587,7.256903648376465,-2.657045841217041,-5.200890064239502,-2.2540793418884277,0.11156392842531204,-0.7618154287338257,-0.34220489859580994,-0.6097010970115662,1.3346550464630127,0.348703533411026,1.8494030237197876,-1.1055238246917725,0.62815046,0.6164764
33,-6.718644618988037,3.524915933609009,2.9727330207824707,-5.9605278968811035,5.877479553222656,4.412595748901367,2.7263283729553223,2.8907926082611084,-2.852267026901245,0.815788745880127,6.557610034942627,-3.5316507816314697,-6.542625904083252,2.7484230995178223,4.087106704711914,2.1733667850494385,-0.4521746337413788,-1.0448206663131714,0.5512115359306335,2.574700117111206,-4.067990779876709,5.638697147369385,-3.44134259223938,-1.6469120979309082,4.765583038330078,-6.67529821395874,-3.6296310424804688,-2.462244987487793,-3.9380266666412354,2.6771326065063477,0.28106772899627686,-6.041649341583252,2.2209739685058594,7.26260232925415,-2.659691333770752,-5.205021858215332,-2.256556749343872,0.12067689746618271,-0.7618945837020874,-0.34219104051589966,-0.6103468537330627,1.337309718132019,0.34901079535484314,1.8487013578414917,-1.1052443981170654,0.62815046,0.61616784
34,-6.7239179611206055,3.5296432971954346,2.985022783279419,-5.974221229553223,5.880698204040527,4.42171049118042,2.729069471359253,2.891732931137085,-2.855677604675293,0.8178213238716125,6.562335014343262,-3.5400495529174805,-6.545918941497803,2.7514333724975586,4.089760780334473,2.1742491722106934,-0.4557701647281647,-1.0518462657928467,0.5517950654029846,2.5854856967926025,-4.0747551918029785,5.6436357498168945,-3.445659875869751,-1.6533154249191284,4.774359226226807,-6.679573059082031,-3.6354258060455322,-2.4642581939697266,-3.9393224716186523,2.679332971572876,0.2807812988758087,-6.0460968017578125,2.225828170776367,7.267753601074219,-2.662064790725708,-5.208808422088623,-2.2587990760803223,0.12957721948623657,-0.7619735598564148,-0.34216994047164917,-0.6109291315078735,1.339703917503357,0.34928950667381287,1.848060965538025,-1.1049902439117432,0.62815046,0.61616784
35,-6.728662014007568,3.5339455604553223,2.996382713317871,-5.986783504486084,5.883615970611572,4.430047988891602,2.7315404415130615,2.8926124572753906,-2.8587796688079834,0.8197044730186462,6.5666069984436035,-3.547677993774414,-6.548923492431641,2.7541635036468506,4.092158794403076,2.1750128269195557,-0.45930016040802,-1.0582901239395142,0.5523132085800171,2.595376968383789,-4.08096170425415,5.648074150085449,-3.449561595916748,-1.6592246294021606,4.782382011413574,-6.683457851409912,-3.640753984451294,-2.4660866260528564,-3.9405086040496826,2.6813251972198486,0.28048571944236755,-6.050136566162109,2.2303080558776855,7.272449970245361,-2.6642675399780273,-5.212189197540283,-2.260807991027832,0.13826875388622284,-0.7620589733123779,-0.3421430289745331,-0.611465334892273,1.3418731689453125,0.34953853487968445,1.8474758863449097,-1.1047576665878296,0.6280258,0.61616784
36,-6.732882022857666,3.537832021713257,3.006871461868286,-5.99835729598999,5.8862690925598145,4.437656402587891,2.7337896823883057,2.8934032917022705,-2.8616175651550293,0.8214550018310547,6.570488452911377,-3.5546820163726807,-6.551641464233398,2.7566604614257812,4.094371795654297,2.1756932735443115,-0.46277081966400146,-1.06419837474823,0.5527855753898621,2.604445695877075,-4.086569309234619,5.652133464813232,-3.4531145095825195,-1.6646784543991089,4.789750576019287,-6.687026500701904,-3.6456539630889893,-2.4677813053131104,-3.9416003227233887,2.6831183433532715,0.2802039086818695,-6.053810119628906,2.2344272136688232,7.276731491088867,-2.666231632232666,-5.215280055999756,-2.262617349624634,0.14675459265708923,-0.7621485590934753,-0.3421141803264618,-0.6119548082351685,1.3438332080841064,0.34977683424949646,1.846940517425537,-1.104544997215271,0.6279261,0.61616784
37,-6.736609935760498,3.5413870811462402,3.016533136367798,-6.008979320526123,5.888674736022949,4.444645881652832,2.735874652862549,2.894115447998047,-2.8641927242279053,0.8230645060539246,6.573968887329102,-3.5610663890838623,-6.554116249084473,2.7589430809020996,4.096375465393066,2.176225423812866,-0.46618419885635376,-1.0696141719818115,0.5532090663909912,2.6127681732177734,-4.091640949249268,5.655752182006836,-3.4563565254211426,-1.6696828603744507,4.796523094177246,-6.690284252166748,-3.6501753330230713,-2.469304323196411,-3.9425947666168213,2.6847763061523438,0.2799258530139923,-6.057104587554932,2.238224506378174,7.280617713928223,-2.6680517196655273,-5.218105316162109,-2.2642691135406494,0.15503810346126556,-0.7622289657592773,-0.34208300709724426,-0.612405002117157,1.3455901145935059,0.34998834133148193,1.846450924873352,-1.1043497323989868,0.6279012,0.61616784
38,-6.739974498748779,3.5446178913116455,3.0254852771759033,-6.018725395202637,5.89084529876709,4.451037406921387,2.737738609313965,2.8947675228118896,-2.866539478302002,0.8245489001274109,6.57712459564209,-3.566926956176758,-6.556353569030762,2.7609941959381104,4.098207473754883,2.176691770553589,-0.4695461094379425,-1.0745744705200195,0.5535908937454224,2.62040376663208,-4.096264362335205,5.658994674682617,-3.4593076705932617,-1.6743152141571045,4.802759647369385,-6.693247318267822,-3.6542882919311523,-2.4707186222076416,-3.9434654712677,2.686263084411621,0.27966633439064026,-6.060121536254883,2.2416999340057373,7.284134864807129,-2.6696879863739014,-5.220646381378174,-2.265742063522339,0.16312231123447418,-0.7623122334480286,-0.3420487344264984,-0.6128114461898804,1.3471838235855103,0.3501774072647095,1.8460065126419067,-1.104169487953186,0.6279261,0.61616784
39,-6.743009090423584,3.547560930252075,3.033717632293701,-6.027727127075195,5.892824172973633,4.456891059875488,2.7394495010375977,2.89534330368042,-2.8686723709106445,0.8259329199790955,6.57998514175415,-3.5722763538360596,-6.558421611785889,2.7628817558288574,4.09987735748291,2.1770753860473633,-0.4728565812110901,-1.079120397567749,0.5539393424987793,2.6274237632751465,-4.100420951843262,5.661937713623047,-3.461988925933838,-1.6785842180252075,4.808463096618652,-6.695935249328613,-3.6580939292907715,-2.4719953536987305,-3.944262981414795,2.687619924545288,0.2794131934642792,-6.062847137451172,2.24491548538208,7.287389755249023,-2.6711902618408203,-5.222962856292725,-2.2670674324035645,0.17101377248764038,-0.7623854875564575,-0.34201517701148987,-0.6131882667541504,1.3486336469650269,0.35035455226898193,1.845597267150879,-1.1040056943893433,0.6278762,0.61616784
40,-6.745732307434082,3.55021333694458,3.041320562362671,-6.036018371582031,5.894619464874268,4.462246417999268,2.7410061359405518,2.895904541015625,-2.8706166744232178,0.8272063732147217,6.582627296447754,-3.5771822929382324,-6.5602874755859375,2.7646193504333496,4.1013970375061035,2.1773924827575684,-0.4761199951171875,-1.0833076238632202,0.5542447566986084,2.633890151977539,-4.1042304039001465,5.664605140686035,-3.4644274711608887,-1.6825214624404907,4.813695907592773,-6.698383808135986,-3.661602020263672,-2.473160982131958,-3.9450082778930664,2.688859701156616,0.27915963530540466,-6.065306663513184,2.2478630542755127,7.2903618812561035,-2.67256498336792,-5.225097179412842,-2.2682900428771973,0.1787155121564865,-0.7624605894088745,-0.34198376536369324,-0.6135287284851074,1.3499335050582886,0.3505185544490814,1.8452239036560059,-1.1038532257080078,0.6278762,0.61616784
41,-6.748231410980225,3.5526583194732666,3.0483498573303223,-6.04361629486084,5.896289348602295,4.467169761657715,2.7424392700195312,2.8963980674743652,-2.872401237487793,0.8283976912498474,6.584990501403809,-3.5816755294799805,-6.562027931213379,2.7662036418914795,4.102783203125,2.177687406539917,-0.4793393015861511,-1.0871381759643555,0.5545287132263184,2.6398234367370605,-4.1076765060424805,5.6670074462890625,-3.466665744781494,-1.6861556768417358,4.818525791168213,-6.700664520263672,-3.6648404598236084,-2.474242687225342,-3.9456539154052734,2.689998149871826,0.2789154648780823,-6.0675506591796875,2.250575065612793,7.293097972869873,-2.6738290786743164,-5.2270612716674805,-2.2693889141082764,0.18622976541519165,-0.7625312209129333,-0.3419446349143982,-0.6138418316841125,1.3511053323745728,0.3506694436073303,1.844878911972046,-1.1037144660949707,0.6278513,0.61616784
42,-6.750425338745117,3.5548911094665527,3.0548434257507324,-6.050609111785889,5.897741794586182,4.471652507781982,2.7437191009521484,2.896843194961548,-2.8740289211273193,0.8294834494590759,6.587125301361084,-3.585777521133423,-6.563574314117432,2.767620801925659,4.1040873527526855,2.177921772003174,-0.48251351714134216,-1.0906543731689453,0.5547860264778137,2.645275592803955,-4.110809326171875,5.6692047119140625,-3.4687023162841797,-1.6894991397857666,4.822971820831299,-6.702743053436279,-3.667802095413208,-2.4752004146575928,-3.9462730884552,2.6910247802734375,0.27868619561195374,-6.069582462310791,2.2530860900878906,7.295580863952637,-2.674960136413574,-5.2288641929626465,-2.2703773975372314,0.19356019794940948,-0.7626005411148071,-0.34190014004707336,-0.6141268014907837,1.3521572351455688,0.35080423951148987,1.8445667028427124,-1.1035867929458618,0.6278513,0.61616784
43,-6.752380847930908,3.5569145679473877,3.060819625854492,-6.057063579559326,5.8990960121154785,4.475776195526123,2.7449042797088623,2.897258996963501,-2.875525951385498,0.8304807543754578,6.589085578918457,-3.5895228385925293,-6.56497859954834,2.768941640853882,4.105292320251465,2.1781232357025146,-0.48564499616622925,-1.0938894748687744,0.5550015568733215,2.6502511501312256,-4.113656520843506,5.671231269836426,-3.4705493450164795,-1.6925878524780273,4.8270392417907715,-6.704609394073486,-3.6705408096313477,-2.476111888885498,-3.9468448162078857,2.691955804824829,0.2784532904624939,-6.071431636810303,2.2553956508636475,7.297835350036621,-2.676017999649048,-5.230434894561768,-2.2712879180908203,0.20070955157279968,-0.762664794921875,-0.34186482429504395,-0.6143903136253357,1.3531157970428467,0.3509138822555542,1.8442766666412354,-1.1034690141677856,0.6278513,0.61616784
44,-6.75415563583374,3.5587410926818848,3.066364049911499,-6.062989711761475,5.900307655334473,4.479546070098877,2.745980978012085,2.897658348083496,-2.876878023147583,0.8313990831375122,6.590864181518555,-3.592960834503174,-6.566287040710449,2.7701408863067627,4.106381416320801,2.1782724857330322,-0.4887363910675049,-1.0968444347381592,0.5551924705505371,2.654813289642334,-4.116276741027832,5.673015117645264,-3.4722201824188232,-1.695440411567688,4.83076810836792,-6.706274509429932,-3.6730871200561523,-2.4769110679626465,-3.9473490715026855,2.692833423614502,0.27824485301971436,-6.073122501373291,2.257538080215454,7.29989767074585,-2.6769895553588867,-5.231977939605713,-2.2721047401428223,0.20768295228481293,-0.762715756893158,-0.3418182134628296,-0.6146267652511597,1.353979229927063,0.3510218858718872,1.8440141677856445,-1.1033599376678467,0.6277765,0.6158593
45,-6.755737781524658,3.5604281425476074,3.0714776515960693,-6.068427562713623,5.901412487030029,4.483021259307861,2.746961832046509,2.8980088233947754,-2.878135919570923,0.832252562046051,6.59247350692749,-3.59613299369812,-6.5674591064453125,2.771225690841675,4.107331275939941,2.1784112453460693,-0.49179354310035706,-1.0995535850524902,0.5553739666938782,2.659010887145996,-4.11862325668335,5.674618244171143,-3.4737446308135986,-1.6980589628219604,4.834211826324463,-6.7078537940979,-3.675405502319336,-2.4776668548583984,-3.9477953910827637,2.693619966506958,0.278047114610672,-6.074624061584473,2.259498119354248,7.301762580871582,-2.677849054336548,-5.233308792114258,-2.2728617191314697,0.214481920003891,-0.7627730369567871,-0.3417719602584839,-0.6148383021354675,1.3547621965408325,0.351118803024292,1.8437732458114624,-1.1032607555389404,0.6277765,0.6158593
46,-6.757165431976318,3.5619497299194336,3.0761613845825195,-6.073437213897705,5.902416229248047,4.4861955642700195,2.747856616973877,2.8983147144317627,-2.879281759262085,0.8330415487289429,6.593964099884033,-3.599030017852783,-6.568488121032715,2.7722318172454834,4.108234882354736,2.1784870624542236,-0.4948185682296753,-1.1020313501358032,0.5555499792098999,2.662848472595215,-4.120798587799072,5.676053524017334,-3.4751365184783936,-1.700478196144104,4.837389945983887,-6.709283351898193,-3.677541494369507,-2.4783477783203125,-3.948197364807129,2.6943359375,0.2778612971305847,-6.076051712036133,2.2612979412078857,7.303488731384277,-2.6786391735076904,-5.234543800354004,-2.273543357849121,0.22111180424690247,-0.7628276944160461,-0.34172531962394714,-0.6150398850440979,1.355470895767212,0.35121574997901917,1.8435535430908203,-1.1031684875488281,0.6277516,0.6158593
47,-6.758450984954834,3.5633671283721924,3.0805070400238037,-6.078077793121338,5.903377056121826,4.489118576049805,2.7486650943756104,2.8986151218414307,-2.8803160190582275,0.8337696194648743,6.595256805419922,-3.6016902923583984,-6.5694804191589355,2.773125410079956,4.109088897705078,2.1785812377929688,-0.4978117346763611,-1.1043105125427246,0.5557032823562622,2.6663925647735596,-4.122774600982666,5.677383899688721,-3.4763944149017334,-1.7026851177215576,4.840222358703613,-6.710594654083252,-3.679504871368408,-2.479006290435791,-3.9485838413238525,2.694993257522583,0.2776825428009033,-6.077288627624512,2.2629497051239014,7.3050856590271,-2.679368495941162,-5.235668182373047,-2.2741572856903076,0.22757868468761444,-0.7628766894340515,-0.34168556332588196,-0.6152276992797852,1.3561081886291504,0.3512987792491913,1.8433476686477661,-1.103084921836853,0.6277765,0.6158593
48,-6.759616851806641,3.5646660327911377,3.084531545639038,-6.0823259353637695,5.904254913330078,4.491788387298584,2.7494192123413086,2.8988840579986572,-2.881270170211792,0.8344383239746094,6.59646463394165,-3.6041359901428223,-6.570379734039307,2.773935317993164,4.109831809997559,2.178640842437744,-0.5007732510566711,-1.1063913106918335,0.5558464527130127,2.6695992946624756,-4.124512672424316,5.678606986999512,-3.477564811706543,-1.704723834991455,4.842870712280273,-6.711818218231201,-3.681305170059204,-2.479578971862793,-3.9489195346832275,2.695585250854492,0.27750566601753235,-6.07846736907959,2.2644827365875244,7.3065619468688965,-2.6800434589385986,-5.236674785614014,-2.274696111679077,0.2338811457157135,-0.7629305720329285,-0.3416498899459839,-0.6154019236564636,1.3566886186599731,0.3513665199279785,1.8431581258773804,-1.10300874710083,0.6277516,0.6158593
49,-6.760622978210449,3.5658199787139893,3.088244676589966,-6.086221218109131,5.90501070022583,4.494227886199951,2.750096559524536,2.8991012573242188,-2.8821308612823486,0.8350391983985901,6.597556114196777,-3.6063551902770996,-6.571164131164551,2.774704694747925,4.110507488250732,2.1787030696868896,-0.5037017464637756,-1.1083149909973145,0.5559781193733215,2.672584295272827,-4.126137733459473,5.67966365814209,-3.4786384105682373,-1.7066115140914917,4.845330715179443,-6.712920665740967,-3.682985305786133,-2.4800894260406494,-3.949233055114746,2.6961140632629395,0.27732768654823303,-6.079473495483398,2.265871286392212,7.3079094886779785,-2.6806559562683105,-5.237617492675781,-2.275205612182617,0.24002422392368317,-0.7629759311676025,-0.34161609411239624,-0.6155528426170349,1.3571995496749878,0.35143330693244934,1.8429863452911377,-1.1029361486434937,0.6277516,0.61616784
50,-6.761557579040527,3.56689190864563,3.091660499572754,-6.0898613929748535,5.905666828155518,4.4964823722839355,2.750722646713257,2.8993234634399414,-2.882901668548584,0.8356021046638489,6.598546504974365,-3.608391761779785,-6.57189416885376,2.7753992080688477,4.111148357391357,2.178731679916382,-0.5066022276878357,-1.1100716590881348,0.5560896992683411,2.6753106117248535,-4.127603530883789,5.680633544921875,-3.4795913696289062,-1.7083353996276855,4.847527027130127,-6.713918685913086,-3.684495687484741,-2.4805610179901123,-3.9495224952697754,2.696624994277954,0.27715763449668884,-6.080409049987793,2.2671568393707275,7.309114933013916,-2.681206464767456,-5.23847770690918,-2.275653600692749,0.2460138499736786,-0.7630088329315186,-0.3415786325931549,-0.615689218044281,1.3576444387435913,0.35149237513542175,1.8428293466567993,-1.1028696298599243,0.6277267,0.61616784
51,-6.762360095977783,3.5678932666778564,3.0948336124420166,-6.093186855316162,5.906338691711426,4.498508930206299,2.751293420791626,2.8995087146759033,-2.8836379051208496,0.8361120820045471,6.599466323852539,-3.61024808883667,-6.572541236877441,2.7760415077209473,4.111671447753906,2.178736448287964,-0.5094742774963379,-1.111678957939148,0.5561906695365906,2.677813768386841,-4.128939628601074,5.6815571784973145,-3.4804797172546387,-1.7099072933197021,4.849597930908203,-6.714847564697266,-3.6859030723571777,-2.481005907058716,-3.9497673511505127,2.6970694065093994,0.27700698375701904,-6.081305027008057,2.268336534500122,7.310216426849365,-2.6817102432250977,-5.239264488220215,-2.2760682106018066,0.25185275077819824,-0.7630413174629211,-0.3415374159812927,-0.6158182621002197,1.3580433130264282,0.3515385389328003,1.842682123184204,-1.1028079986572266,0.6277765,0.61616784
52,-6.763136863708496,3.568769693374634,3.09775447845459,-6.096244812011719,5.906930923461914,4.500389575958252,2.751847505569458,2.8996849060058594,-2.884291172027588,0.8365903496742249,6.600325584411621,-3.611962080001831,-6.5731611251831055,2.776618242263794,4.112225532531738,2.1787405014038086,-0.5123193264007568,-1.1131601333618164,0.5562853217124939,2.6800949573516846,-4.130126476287842,5.682366371154785,-3.4813053607940674,-1.7113686800003052,4.851480007171631,-6.715702533721924,-3.6872076988220215,-2.4814112186431885,-3.9500434398651123,2.697495460510254,0.2768540382385254,-6.08204460144043,2.2694461345672607,7.311254978179932,-2.682192802429199,-5.239928722381592,-2.2764437198638916,0.2575405240058899,-0.7630742788314819,-0.3415093421936035,-0.61593097448349,1.3583965301513672,0.3515789806842804,1.8425482511520386,-1.102752923965454,0.6277765,0.61616784
53,-6.763791561126709,3.5695877075195312,3.100461483001709,-6.099094867706299,5.907461643218994,4.502105236053467,2.752328872680664,2.8998477458953857,-2.884884834289551,0.8370255827903748,6.601071357727051,-3.613527297973633,-6.573705673217773,2.777139663696289,4.112656116485596,2.178736448287964,-0.5151379108428955,-1.1145145893096924,0.5563669204711914,2.6821975708007812,-4.131196022033691,5.683088779449463,-3.4820520877838135,-1.7127333879470825,4.853246212005615,-6.716447830200195,-3.688412666320801,-2.4817819595336914,-3.950272560119629,2.6978819370269775,0.2767096161842346,-6.082737922668457,2.270472288131714,7.312160015106201,-2.682605028152466,-5.24057149887085,-2.2767810821533203,0.26308372616767883,-0.7631003856658936,-0.341484934091568,-0.616034209728241,1.358734130859375,0.3516240119934082,1.8424266576766968,-1.1027004718780518,0.6277516,0.61616784
54,-6.764380931854248,3.5703389644622803,3.1029410362243652,-6.101696491241455,5.907963275909424,4.503716945648193,2.752760887145996,2.8999829292297363,-2.8854291439056396,0.8374179601669312,6.601784706115723,-3.614976167678833,-6.574233531951904,2.7776060104370117,4.113166809082031,2.1787209510803223,-0.517933189868927,-1.1157441139221191,0.556441068649292,2.6841259002685547,-4.132217884063721,5.683803558349609,-3.482717514038086,-1.7139712572097778,4.854848384857178,-6.717148303985596,-3.6895368099212646,-2.482138156890869,-3.950477123260498,2.6982240676879883,0.27657148241996765,-6.083414077758789,2.2713942527770996,7.313029766082764,-2.6830050945281982,-5.2411651611328125,-2.2771098613739014,0.2684849202632904,-0.7631289958953857,-0.34145551919937134,-0.6161358952522278,1.3590143918991089,0.3516652286052704,1.8423097133636475,-1.102651596069336,0.6277516,0.61616784
55,-6.764936447143555,3.5710196495056152,3.1052494049072266,-6.104094982147217,5.908420562744141,4.505162239074707,2.753139019012451,2.9001176357269287,-2.885918617248535,0.8377798199653625,6.6024603843688965,-3.616302013397217,-6.574720859527588,2.7780492305755615,4.113597869873047,2.178692102432251,-0.5207051038742065,-1.1168768405914307,0.5564948320388794,2.685899496078491,-4.13312292098999,5.684431076049805,-3.48333740234375,-1.715104341506958,4.856296539306641,-6.717763423919678,-3.6905555725097656,-2.4824602603912354,-3.950648546218872,2.6985437870025635,0.27644357085227966,-6.08403205871582,2.272247076034546,7.313807964324951,-2.683358669281006,-5.241673469543457,-2.2773873805999756,0.2737469971179962,-0.7631593346595764,-0.3414342999458313,-0.616229236125946,1.3592731952667236,0.35170283913612366,1.8422056436538696,-1.102609634399414,0.6277516,0.6158593
56,-6.765444755554199,3.5716559886932373,3.107367753982544,-6.106321811676025,5.908812522888184,4.506482124328613,2.753499984741211,2.9002645015716553,-2.8863682746887207,0.8381194472312927,6.6030073165893555,-3.617513418197632,-6.575161457061768,2.778463840484619,4.1139678955078125,2.1786954402923584,-0.523456335067749,-1.1179213523864746,0.5565563440322876,2.6875078678131104,-4.133973121643066,5.684947967529297,-3.483870029449463,-1.7161370515823364,4.857600688934326,-6.718346118927002,-3.691504716873169,-2.482729434967041,-3.950817823410034,2.698859930038452,0.27632761001586914,-6.0845770835876465,2.2730257511138916,7.314548492431641,-2.683694839477539,-5.242220401763916,-2.277639865875244,0.2788761258125305,-0.76318359375,-0.34140169620513916,-0.6163088083267212,1.3594990968704224,0.35173851251602173,1.8421088457107544,-1.1025664806365967,0.6277765,0.6158593
57,-6.765873908996582,3.5722193717956543,3.1093318462371826,-6.1083245277404785,5.909174919128418,4.5076751708984375,2.7538397312164307,2.9003520011901855,-2.8867905139923096,0.8384263515472412,6.603542804718018,-3.618621349334717,-6.575525283813477,2.7788329124450684,4.114293098449707,2.178687810897827,-0.5261864066123962,-1.1188651323318481,0.556612491607666,2.6890130043029785,-4.13470458984375,5.685396671295166,-3.484351396560669,-1.7170957326889038,4.858828067779541,-6.71889066696167,-3.692363977432251,-2.48299241065979,-3.950974702835083,2.699122428894043,0.2762269973754883,-6.085117340087891,2.273775100708008,7.3152313232421875,-2.683986186981201,-5.242690086364746,-2.2778754234313965,0.2838733196258545,-0.763209342956543,-0.3413722813129425,-0.6163865923881531,1.3597036600112915,0.3517606258392334,1.842021107673645,-1.102527379989624,0.6277765,0.6158593
58,-6.766269207000732,3.5727286338806152,3.111140012741089,-6.110215663909912,5.90950870513916,4.508796215057373,2.754142999649048,2.900466203689575,-2.8871569633483887,0.8387084603309631,6.604038238525391,-3.619624376296997,-6.575893402099609,2.779165506362915,4.114561080932617,2.178654670715332,-0.5288927555084229,-1.119747281074524,0.5566664338111877,2.690385580062866,-4.135385990142822,5.685798168182373,-3.4848060607910156,-1.7179911136627197,4.8600029945373535,-6.719384670257568,-3.693148612976074,-2.48325514793396,-3.951120138168335,2.6993725299835205,0.27613377571105957,-6.085575580596924,2.2744534015655518,7.315854549407959,-2.684260368347168,-5.2430620193481445,-2.2780768871307373,0.28874245285987854,-0.7632381319999695,-0.3413432836532593,-0.616450846195221,1.3598766326904297,0.3517846167087555,1.8419395685195923,-1.1024936437606812,0.6278264,0.6158593
59,-6.766632556915283,3.5732226371765137,3.1127967834472656,-6.111904144287109,5.909835338592529,4.509828567504883,2.7544116973876953,2.9005472660064697,-2.8875133991241455,0.8389642238616943,6.604536533355713,-3.620561361312866,-6.576279163360596,2.779480457305908,4.11488151550293,2.17863392829895,-0.5315778851509094,-1.1205443143844604,0.5567129254341125,2.6916494369506836,-4.136023998260498,5.686221599578857,-3.4852492809295654,-1.7188153266906738,4.8610429763793945,-6.7198486328125,-3.693892002105713,-2.4834847450256348,-3.951215982437134,2.699608087539673,0.27603402733802795,-6.086008071899414,2.2750720977783203,7.316410541534424,-2.684518575668335,-5.243448734283447,-2.2782468795776367,0.2934832274913788,-0.7632665038108826,-0.34131938219070435,-0.6165163516998291,1.360032081604004,0.3517996370792389,1.841861367225647,-1.102461338043213,0.6278264,0.6158593
60,-6.766942977905273,3.573678731918335,3.1143195629119873,-6.113461494445801,5.910122394561768,4.510775089263916,2.7546656131744385,2.9006385803222656,-2.8878254890441895,0.8391939997673035,6.604965686798096,-3.6214306354522705,-6.576565742492676,2.779758930206299,4.1151442527771,2.1785972118377686,-0.5342424511909485,-1.1212841272354126,0.5567575693130493,2.6928153038024902,-4.136587619781494,5.686583042144775,-3.4856505393981934,-1.719555377960205,4.861980438232422,-6.720260143280029,-3.694575786590576,-2.4837117195129395,-3.9513585567474365,2.6998097896575928,0.2759414613246918,-6.086386203765869,2.2756364345550537,7.3169403076171875,-2.684755325317383,-5.2437944412231445,-2.2784230709075928,0.2981015145778656,-0.7632865905761719,-0.34129786491394043,-0.6165705323219299,1.360164761543274,0.3518105149269104,1.8417913913726807,-1.1024287939071655,0.6278264,0.6158593
61,-6.767266273498535,3.5740745067596436,3.115719795227051,-6.114916801452637,5.910383701324463,4.51164436340332,2.754875898361206,2.900698661804199,-2.888108015060425,0.8394092917442322,6.605304718017578,-3.6222000122070312,-6.57678747177124,2.7800028324127197,4.115431308746338,2.1785848140716553,-0.5368889570236206,-1.1219533681869507,0.5567927360534668,2.693875551223755,-4.13710880279541,5.686964988708496,-3.4860029220581055,-1.720253825187683,4.8628926277160645,-6.720657825469971,-3.6951985359191895,-2.4838855266571045,-3.9514811038970947,2.7000014781951904,0.2758462429046631,-6.08671760559082,2.276179552078247,7.317383289337158,-2.6849586963653564,-5.244114398956299,-2.278573513031006,0.3025975823402405,-0.7633041143417358,-0.3412732779979706,-0.6166155934333801,1.3602808713912964,0.3518185615539551,1.84172523021698,-1.102404236793518,0.6278264,0.6158593
62,-6.767515659332275,3.574446201324463,3.1170148849487305,-6.116227626800537,5.910619735717773,4.5124125480651855,2.7551019191741943,2.900763750076294,-2.888387441635132,0.8395965695381165,6.60565710067749,-3.6229262351989746,-6.577036380767822,2.780224084854126,4.115645885467529,2.1785526275634766,-0.539517343044281,-1.122581124305725,0.5568251013755798,2.6948561668395996,-4.137551784515381,5.68733024597168,-3.4863274097442627,-1.7208822965621948,4.863709449768066,-6.721019744873047,-3.6957719326019287,-2.484069347381592,-3.9515931606292725,2.700186014175415,0.2757539749145508,-6.087031364440918,2.276665449142456,7.317814826965332,-2.6851634979248047,-5.244410514831543,-2.278726816177368,0.3069774806499481,-0.7633209228515625,-0.3412553668022156,-0.6166631579399109,1.3603863716125488,0.3518417179584503,1.8416653871536255,-1.1023776531219482,0.6278264,0.6158593
