epoch,W1_1_1,W1_1_2,W1_1_3,W1_1_4,W1_1_5,W1_1_6,W1_1_7,W1_1_8,W1_1_9,W1_1_10,W1_1_11,W1_1_12,W1_1_13,W1_1_14,W1_1_15,W1_1_16,W1_1_17,W1_1_18,W1_1_19,W1_1_20,W1_1_21,W1_1_22,W1_1_23,W1_1_24,W1_1_25,W1_1_26,W1_1_27,W1_1_28,W1_1_29,W1_1_30,W1_1_31,W1_1_32,W1_1_33,W1_1_34,W1_1_35,W1_1_36,W1_1_37,W1_1_38,W1_1_39,W1_1_40,W1_1_41,W1_1_42,b1_1,Wout_1_1,bout_1,training_acc,testing_acc
10,-5.969462871551514,3.001164197921753,2.0852363109588623,-4.8335041999816895,5.503139972686768,3.605050802230835,2.4578869342803955,2.8051300048828125,-2.529874086380005,0.7004310488700867,5.952285289764404,-2.766719102859497,-6.1645402908325195,2.4446945190429688,3.8198630809783936,1.9572561979293823,-0.3264341354370117,-0.48304060101509094,0.4744911193847656,1.7591869831085205,-3.327908992767334,5.013797760009766,-2.9857048988342285,-1.1780204772949219,4.0124430656433105,-6.234889984130859,-3.152670383453369,-2.2596917152404785,-3.764202833175659,2.436105966567993,0.2606613039970398,-5.504261016845703,1.814094066619873,6.719059944152832,-2.404967784881592,-4.81450891494751,-1.9932993650436401,-0.1490822732448578,-0.7772223353385925,-0.33516526222229004,-0.5514966249465942,1.0740641355514526,0.3290863037109375,1.914075493812561,-1.1274977922439575,0.6274026,0.61678493
11,-6.074538707733154,3.067676305770874,2.1722824573516846,-4.9558844566345215,5.553346633911133,3.69514536857605,2.4887821674346924,2.816035032272339,-2.5663821697235107,0.7091246843338013,6.035488605499268,-2.85412859916687,-6.216587066650391,2.481645345687866,3.8539130687713623,1.9915144443511963,-0.3356412649154663,-0.5402827858924866,0.48458197712898254,1.8380157947540283,-3.4184374809265137,5.098450660705566,-3.041983127593994,-1.224045753479004,4.097321033477783,-6.290203094482422,-3.2048985958099365,-2.28474497795105,-3.7903850078582764,2.4668121337890625,0.2667210102081299,-5.577064514160156,1.860087513923645,6.788896560668945,-2.4377784729003906,-4.862824440002441,-2.026751756668091,-0.1345149129629135,-0.7739631533622742,-0.3360704779624939,-0.558633029460907,1.1062144041061401,0.3305453062057495,1.9057719707489014,-1.1250851154327393,0.6275023,0.61678493
12,-6.1635355949401855,3.1250979900360107,2.251103162765503,-5.06439208984375,5.595944881439209,3.7748379707336426,2.516056776046753,2.8251500129699707,-2.598778247833252,0.7173861861228943,6.105951309204102,-2.930992603302002,-6.260175704956055,2.513683557510376,3.883035659790039,2.0200295448303223,-0.3441634178161621,-0.5919968485832214,0.4933185577392578,1.910057783126831,-3.497525453567505,5.170456409454346,-3.0908212661743164,-1.2657874822616577,4.171919822692871,-6.337702751159668,-3.2510645389556885,-2.3063602447509766,-3.81189227104187,2.493278741836548,0.27130645513534546,-5.638754367828369,1.9003249406814575,6.848478317260742,-2.4658191204071045,-4.904623031616211,-2.0557093620300293,-0.12022513151168823,-0.7713192105293274,-0.33694136142730713,-0.5648655891418457,1.1342830657958984,0.33205142617225647,1.8986666202545166,-1.1229233741760254,0.6276768,0.6170935
13,-6.239400863647461,3.17492413520813,2.322718620300293,-5.1611647605896,5.632368087768555,3.845642566680908,2.5402588844299316,2.8329010009765625,-2.6275763511657715,0.7252448797225952,6.166140556335449,-2.998962640762329,-6.297108173370361,2.5416619777679443,3.9081854820251465,2.0439016819000244,-0.3520973026752472,-0.6388064026832581,0.500892698764801,1.9759697914123535,-3.5668420791625977,5.232187747955322,-3.133423089981079,-1.3037127256393433,4.23787784576416,-6.378808975219727,-3.292113780975342,-2.3251373767852783,-3.8298068046569824,2.516233205795288,0.2747761011123657,-5.6914849281311035,1.9358091354370117,6.899783611297607,-2.4900062084198,-4.941019058227539,-2.0809268951416016,-0.10620947182178497,-0.7691643834114075,-0.33773866295814514,-0.5703185200691223,1.1589041948318481,0.3335382342338562,1.892536997795105,-1.1209858655929565,0.62760204,0.61678493
14,-6.3044514656066895,3.2184081077575684,2.3879332542419434,-5.247737407684326,5.663735866546631,3.9088046550750732,2.5617780685424805,2.8395988941192627,-2.6532459259033203,0.7327381372451782,6.217832565307617,-3.059325933456421,-6.3287200927734375,2.566256284713745,3.9300003051757812,2.0639591217041016,-0.35951727628707886,-0.6812587976455688,0.507477343082428,2.0363147258758545,-3.6278374195098877,5.285404682159424,-3.1707570552825928,-1.3382666110992432,4.296468734741211,-6.4146809577941895,-3.328829288482666,-2.341552495956421,-3.8448262214660645,2.5362346172332764,0.2773955166339874,-5.736777305603027,1.967329502105713,6.944277286529541,-2.5109713077545166,-4.9729509353637695,-2.102994680404663,-0.09246489405632019,-0.7674331068992615,-0.3384530246257782,-0.5751155018806458,1.1805672645568848,0.3349817991256714,1.8872054815292358,-1.1192455291748047,0.6276519,0.6164764
15,-6.360512733459473,3.2564713954925537,2.447474956512451,-5.325489521026611,5.691013813018799,3.9653398990631104,2.5809524059295654,2.845463275909424,-2.6761741638183594,0.739871084690094,6.262497425079346,-3.1131553649902344,-6.355999946594238,2.587930202484131,3.949052572250366,2.0808815956115723,-0.36648720502853394,-0.7198253273963928,0.5132042169570923,2.091601848602295,-3.6816158294677734,5.331484317779541,-3.2036101818084717,-1.369802474975586,4.348805904388428,-6.446135997772217,-3.361757278442383,-2.35599422454834,-3.8575615882873535,2.553724765777588,0.2793370187282562,-5.776066303253174,1.9954293966293335,6.983224391937256,-2.5292880535125732,-5.001016139984131,-2.1223273277282715,-0.07899011671543121,-0.7660370469093323,-0.33908310532569885,-0.5793485045433044,1.199678897857666,0.33635014295578003,1.8825390338897705,-1.1176809072494507,0.6278264,0.61616784
16,-6.40898323059082,3.289940357208252,2.5019009113311768,-5.39555549621582,5.714733123779297,4.016125202178955,2.598099946975708,2.8506031036376953,-2.6966729164123535,0.7466509342193604,6.301279544830322,-3.1612987518310547,-6.379680156707764,2.607144355773926,3.9658267498016357,2.0952036380767822,-0.37306296825408936,-0.7548914551734924,0.518216073513031,2.1422667503356934,-3.7291760444641113,5.37160062789917,-3.2326526641845703,-1.398633360862732,4.395705699920654,-6.473909378051758,-3.3913633823394775,-2.3687496185302734,-3.8684537410736084,2.569103956222534,0.2807682454586029,-5.8102240562438965,2.0206010341644287,7.017425537109375,-2.545349597930908,-5.025758266448975,-2.139331579208374,-0.0657813623547554,-0.7649288773536682,-0.3396429717540741,-0.5830916166305542,1.216589331626892,0.33760830760002136,1.8784334659576416,-1.1162728071212769,0.62797594,0.61616784
17,-6.451094627380371,3.3194689750671387,2.5517325401306152,-5.458913803100586,5.7355570793151855,4.061767578125,2.613424301147461,2.855231285095215,-2.7150485515594482,0.7530754208564758,6.335103988647461,-3.2044808864593506,-6.400399684906006,2.624251127243042,3.980647563934326,2.1073503494262695,-0.37929269671440125,-0.786818265914917,0.5225943326950073,2.188673496246338,-3.7713489532470703,5.406650543212891,-3.2584030628204346,-1.4250292778015137,4.4378767013549805,-6.498479843139648,-3.418113946914673,-2.3800549507141113,-3.877803325653076,2.58266282081604,0.28180938959121704,-5.8401336669921875,2.043241500854492,7.047667026519775,-2.5595309734344482,-5.047784328460693,-2.1543128490448,-0.05283672735095024,-0.7640413045883179,-0.34012138843536377,-0.5864078402519226,1.2315900325775146,0.33879926800727844,1.8748031854629517,-1.1150023937225342,0.62797594,0.6158593
18,-6.4878034591674805,3.345590353012085,2.597431182861328,-5.516242027282715,5.753895282745361,4.102886199951172,2.627168893814087,2.8593690395355225,-2.7315666675567627,0.7591463327407837,6.364720821380615,-3.243263006210327,-6.4186272621154785,2.639488935470581,3.993835926055908,2.117692708969116,-0.385207861661911,-0.8159100413322449,0.5264344811439514,2.231231689453125,-3.808793544769287,5.437435626983643,-3.2812628746032715,-1.449233055114746,4.475912094116211,-6.520322322845459,-3.442304849624634,-2.3901352882385254,-3.8859245777130127,2.594649314880371,0.28253278136253357,-5.866409778594971,2.063666820526123,7.074479103088379,-2.5720903873443604,-5.067318916320801,-2.167565107345581,-0.04015365242958069,-0.7633447051048279,-0.3405298888683319,-0.5893580913543701,1.244924545288086,0.33990368247032166,1.8715771436691284,-1.1138583421707153,0.6279012,0.6158593
19,-6.5198445320129395,3.3687961101531982,2.6393585205078125,-5.568253517150879,5.770059108734131,4.140087127685547,2.6395010948181152,2.8630807399749756,-2.746405839920044,0.7648783922195435,6.390722274780273,-3.278212785720825,-6.4347124099731445,2.6531155109405518,4.005538463592529,2.1265199184417725,-0.3908490836620331,-0.8424534201622009,0.5297973155975342,2.2702691555023193,-3.84209942817688,5.4644951820373535,-3.3016648292541504,-1.4714210033416748,4.510305881500244,-6.539859294891357,-3.4642348289489746,-2.3991446495056152,-3.8929824829101562,2.60528564453125,0.28301700949668884,-5.889530181884766,2.0821475982666016,7.098318099975586,-2.5832531452178955,-5.084755897521973,-2.179293632507324,-0.027728861197829247,-0.762805700302124,-0.3408862352371216,-0.5919925570487976,1.2568010091781616,0.34092193841934204,1.8687020540237427,-1.112823486328125,0.62797594,0.61616784
20,-6.547989368438721,3.3894083499908447,2.677868604660034,-5.61552095413208,5.7843918800354,4.173676490783691,2.650592565536499,2.8664681911468506,-2.759772539138794,0.7702916860580444,6.4136152267456055,-3.309736728668213,-6.448986530303955,2.6653411388397217,4.015955924987793,2.1340537071228027,-0.3962465822696686,-0.8666698932647705,0.5327720046043396,2.306096076965332,-3.871814012527466,5.488317489624023,-3.3198344707489014,-1.4917875528335571,4.54144287109375,-6.557238578796387,-3.484163999557495,-2.407238483428955,-3.899165391921997,2.6147422790527344,0.2833245098590851,-5.910009384155273,2.098921060562134,7.119559288024902,-2.5931873321533203,-5.100322723388672,-2.1896917819976807,-0.015559745021164417,-0.7623838782310486,-0.34117233753204346,-0.5943400263786316,1.2673836946487427,0.3418763279914856,1.866139531135559,-1.1118863821029663,0.62805074,0.6158593
21,-6.572694301605225,3.407778024673462,2.7132842540740967,-5.6585187911987305,5.797104835510254,4.204148292541504,2.66056489944458,2.869520664215088,-2.7718214988708496,0.7753742337226868,6.433857440948486,-3.338259696960449,-6.461672782897949,2.67630672454834,4.025326251983643,2.140515089035034,-0.4014231860637665,-0.8887944221496582,0.5354015827178955,2.338956832885742,-3.8983514308929443,5.509462356567383,-3.336120128631592,-1.5105100870132446,4.569699764251709,-6.572866916656494,-3.502291202545166,-2.4144809246063232,-3.9046125411987305,2.6231870651245117,0.28348156809806824,-5.92818021774292,2.1141419410705566,7.1385602951049805,-2.602064847946167,-5.1142401695251465,-2.1989474296569824,-0.0036438098177313805,-0.7620688080787659,-0.3414156138896942,-0.5964473485946655,1.2768597602844238,0.3427535891532898,1.8638404607772827,-1.1110384464263916,0.62805074,0.6158593
22,-6.594449043273926,3.4242115020751953,2.745863676071167,-5.697746276855469,5.808492660522461,4.231805801391602,2.6695711612701416,2.872302770614624,-2.7827377319335938,0.7801464796066284,6.45176887512207,-3.364086627960205,-6.472991466522217,2.6861724853515625,4.033734321594238,2.146042585372925,-0.4064030647277832,-0.909012496471405,0.5377222895622253,2.369093656539917,-3.922077178955078,5.528131484985352,-3.350701093673706,-1.5277122259140015,4.595388412475586,-6.586885929107666,-3.5188186168670654,-2.4210000038146973,-3.9094293117523193,2.630730152130127,0.2835332155227661,-5.944350719451904,2.1280055046081543,7.155635833740234,-2.6100213527679443,-5.126758098602295,-2.2071590423583984,0.008021974004805088,-0.761845052242279,-0.3416135013103485,-0.5983456373214722,1.2853327989578247,0.3435612916946411,1.8617717027664185,-1.1102701425552368,0.6280009,0.61616784
23,-6.613617897033691,3.4389073848724365,2.7758684158325195,-5.733521461486816,5.818638801574707,4.256919860839844,2.677692174911499,2.8748409748077393,-2.7925820350646973,0.7846240997314453,6.467649459838867,-3.38750958442688,-6.483126163482666,2.6950435638427734,4.041294097900391,2.1507885456085205,-0.41119804978370667,-0.9274897575378418,0.5397799611091614,2.396777868270874,-3.9433438777923584,5.5447773933410645,-3.363819122314453,-1.5435324907302856,4.61877965927124,-6.599533557891846,-3.5338785648345947,-2.4268672466278076,-3.9137156009674072,2.6374993324279785,0.28349587321281433,-5.958751678466797,2.140655517578125,7.170975685119629,-2.6171720027923584,-5.137994766235352,-2.2145116329193115,0.01944039762020111,-0.7616926431655884,-0.3417752981185913,-0.6000556349754333,1.2929389476776123,0.3442997336387634,1.859910249710083,-1.1095733642578125,0.62797594,0.61616784
24,-6.630533695220947,3.45207142829895,2.803499221801758,-5.7662177085876465,5.827678680419922,4.279789924621582,2.685019016265869,2.8771591186523438,-2.8014845848083496,0.7888070344924927,6.48179292678833,-3.4087672233581543,-6.4922051429748535,2.7030506134033203,4.048168659210205,2.1548521518707275,-0.41583436727523804,-0.9443938732147217,0.5415997505187988,2.422153949737549,-3.9624345302581787,5.559539794921875,-3.375576972961426,-1.5581084489822388,4.640052318572998,-6.610889911651611,-3.547665596008301,-2.432142734527588,-3.9174883365631104,2.6435489654541016,0.2833768129348755,-5.971593379974365,2.1522016525268555,7.184826374053955,-2.623596668243408,-5.148188591003418,-2.2210936546325684,0.030613703653216362,-0.7615907788276672,-0.3419085741043091,-0.6015946269035339,1.2997498512268066,0.3449569344520569,1.858231782913208,-1.1089369058609009,0.62812555,0.6158593
25,-6.6455397605896,3.4638919830322266,2.8289451599121094,-5.7960662841796875,5.835808753967285,4.300549030303955,2.69161057472229,2.8792665004730225,-2.809537410736084,0.7927262187004089,6.494377136230469,-3.4280662536621094,-6.500356674194336,2.710301637649536,4.0543532371521,2.158355474472046,-0.42031940817832947,-0.9598570466041565,0.5432126522064209,2.445435047149658,-3.979579448699951,5.572706699371338,-3.3861708641052246,-1.5715179443359375,4.659506320953369,-6.6211748123168945,-3.5602591037750244,-2.436939001083374,-3.920858383178711,2.6489977836608887,0.28320610523223877,-5.983105659484863,2.16275691986084,7.19727087020874,-2.629382848739624,-5.157327175140381,-2.2269513607025146,0.04154570400714874,-0.7615413069725037,-0.3420065939426422,-0.6029883027076721,1.305869460105896,0.34557387232780457,1.8567163944244385,-1.1083605289459229,0.62807566,0.6158593
26,-6.658841133117676,3.474534273147583,2.8523995876312256,-5.823413848876953,5.8431243896484375,4.3194475173950195,2.6975746154785156,2.881181240081787,-2.816838264465332,0.7963747978210449,6.505621433258057,-3.4456071853637695,-6.507705211639404,2.7168548107147217,4.05998420715332,2.161377191543579,-0.4246709942817688,-0.974012017250061,0.5446476340293884,2.466820240020752,-3.9949865341186523,5.584418773651123,-3.3957293033599854,-1.5838736295700073,4.6772661209106445,-6.6304731369018555,-3.571777105331421,-2.4412806034088135,-3.9238948822021484,2.6538891792297363,0.28300416469573975,-5.9934210777282715,2.1724019050598145,7.208559989929199,-2.634615659713745,-5.165585994720459,-2.2321951389312744,0.05223952606320381,-0.761517345905304,-0.3420783579349518,-0.6042498350143433,1.3113689422607422,0.3461417257785797,1.855345368385315,-1.107832908630371,0.62815046,0.6164764
27,-6.670644283294678,3.484099864959717,2.8740029335021973,-5.848458766937256,5.849676132202148,4.336694240570068,2.7029964923858643,2.8829779624938965,-2.823482036590576,0.7998001575469971,6.515660762786865,-3.461578607559204,-6.514345169067383,2.7227888107299805,4.06504487991333,2.1639633178710938,-0.4288993775844574,-0.986966073513031,0.5459330677986145,2.4864604473114014,-4.008882522583008,5.594972610473633,-3.4043374061584473,-1.5952390432357788,4.69345235824585,-6.638899803161621,-3.582324504852295,-2.4452097415924072,-3.9265780448913574,2.658282518386841,0.28276345133781433,-6.002622127532959,2.1812405586242676,7.218723297119141,-2.639324903488159,-5.173051834106445,-2.2368996143341064,0.06269749253988266,-0.7615228295326233,-0.3421289622783661,-0.6053889393806458,1.3163260221481323,0.34667158126831055,1.8540983200073242,-1.107356071472168,0.6283001,0.61616784
28,-6.681122303009033,3.492738962173462,2.8939356803894043,-5.871362209320068,5.855624198913574,4.3523688316345215,2.707902669906616,2.8846070766448975,-2.829474687576294,0.802970826625824,6.524625778198242,-3.476104736328125,-6.5203118324279785,2.728149652481079,4.069651126861572,2.1661720275878906,-0.4330143928527832,-0.9988340735435486,0.5470730066299438,2.5044748783111572,-4.021402835845947,5.604341506958008,-3.412144422531128,-1.605710744857788,4.708296298980713,-6.646543979644775,-3.591996669769287,-2.4487600326538086,-3.9290335178375244,2.6622626781463623,0.2825010418891907,-6.010930061340332,2.1893627643585205,7.227896690368652,-2.643590211868286,-5.179749965667725,-2.241079568862915,0.07292257249355316,-0.7615585923194885,-0.3421674966812134,-0.606421172618866,1.3207833766937256,0.34714439511299133,1.8529716730117798,-1.1069209575653076,0.6282751,0.61616784
29,-6.6904191970825195,3.5005111694335938,2.912327527999878,-5.892399311065674,5.860901832580566,4.366705417633057,2.7123377323150635,2.886059045791626,-2.8349249362945557,0.8059244155883789,6.532702922821045,-3.4893383979797363,-6.52567720413208,2.7330069541931152,4.0738420486450195,2.168074607849121,-0.4370248019695282,-1.0097054243087769,0.5480920672416687,2.521012783050537,-4.032698154449463,5.612794399261475,-3.4192087650299072,-1.6153526306152344,4.721867084503174,-6.653464317321777,-3.6008613109588623,-2.451979398727417,-3.9312314987182617,2.665844440460205,0.28221994638442993,-6.018416404724121,2.196812152862549,7.236263751983643,-2.6474807262420654,-5.185830593109131,-2.244847297668457,0.08291824907064438,-0.7616056203842163,-0.3421980142593384,-0.6073645353317261,1.3248069286346436,0.3475872874259949,1.8519484996795654,-1.1065229177474976,0.62815046,0.61616784
30,-6.698714256286621,3.507549524307251,2.9293136596679688,-5.911696910858154,5.865673065185547,4.379796504974365,2.716367483139038,2.8874154090881348,-2.839904308319092,0.8086759448051453,6.539949417114258,-3.501400947570801,-6.530533790588379,2.737424373626709,4.077603816986084,2.169711112976074,-0.4409395456314087,-1.0196648836135864,0.5490099191665649,2.536214590072632,-4.042886734008789,5.62033224105835,-3.4255778789520264,-1.624240517616272,4.7342729568481445,-6.659687519073486,-3.6089911460876465,-2.454899549484253,-3.933180570602417,2.669076919555664,0.281936913728714,-6.0251359939575195,2.2036311626434326,7.2437872886657715,-2.650999069213867,-5.191346168518066,-2.2482635974884033,0.09268875420093536,-0.7616675496101379,-0.3422106206417084,-0.6082131862640381,1.3284320831298828,0.347991943359375,1.85102117061615,-1.1061593294143677,0.62812555,0.61616784
